Bien jurídico afectado;(Todas);;
Tipo de delito;(Todas);;
Subtipo de delito;(Todas);;
Modalidad;(Todas);;
;;;
Suma de Total;;;Etiquetas de columna
Oaxaca;20312;San Pedro Jicayán;20
Oaxaca;20313;San Pedro Jocotipac;0
Oaxaca;20314;San Pedro Juchatengo;1
Oaxaca;20315;San Pedro Mártir;3
Oaxaca;20316;San Pedro Mártir Quiechapa;0
Oaxaca;20317;San Pedro Mártir Yucuxaco;3
Oaxaca;20318;San Pedro Mixtepec;267
Oaxaca;20319;San Pedro Mixtepec;1
Oaxaca;20320;San Pedro Molinos;0
Oaxaca;20321;San Pedro Nopala;0
Oaxaca;20322;San Pedro Ocopetatillo;1
Oaxaca;20323;San Pedro Ocotepec;0
Oaxaca;20324;San Pedro Pochutla;139
Oaxaca;20325;San Pedro Quiatoni;2
Oaxaca;20326;San Pedro Sochiápam;4
Oaxaca;20327;San Pedro Tapanatepec;21
Oaxaca;20328;San Pedro Taviche;0
Oaxaca;20329;San Pedro Teozacoalco;2
Oaxaca;20330;San Pedro Teutila;1
Oaxaca;20331;San Pedro Tidaá;1
Oaxaca;20332;San Pedro Topiltepec;0
Oaxaca;20333;San Pedro Totolápam;9
Oaxaca;20334;Villa de Tututepec;89
Oaxaca;20335;San Pedro Yaneri;0
Oaxaca;20336;San Pedro Yólox;0
Oaxaca;20337;San Pedro y San Pablo Ayutla;11
Oaxaca;20338;Villa de Etla;64
Oaxaca;20339;San Pedro y San Pablo Teposcolula;14
Oaxaca;20340;San Pedro y San Pablo Tequixtepec;1
Oaxaca;20341;San Pedro Yucunama;0
Oaxaca;20342;San Raymundo Jalpan;18
Oaxaca;20343;San Sebastián Abasolo;1
Oaxaca;20344;San Sebastián Coatlán;4
Oaxaca;20345;San Sebastián Ixcapa;7
Oaxaca;20346;San Sebastián Nicananduta;1
Oaxaca;20347;San Sebastián Río Hondo;2
Oaxaca;20348;San Sebastián Tecomaxtlahuaca;5
Oaxaca;20349;San Sebastián Teitipac;2
Oaxaca;20350;San Sebastián Tutla;47
Oaxaca;20351;San Simón Almolongas;2
Oaxaca;20352;San Simón Zahuatlán;4
Oaxaca;20353;Santa Ana;0
Oaxaca;20354;Santa Ana Ateixtlahuaca;0
Oaxaca;20355;Santa Ana Cuauhtémoc;0
Oaxaca;20356;Santa Ana del Valle;2
Oaxaca;20357;Santa Ana Tavela;0
Oaxaca;20358;Santa Ana Tlapacoyan;1
Oaxaca;20359;Santa Ana Yareni;1
Oaxaca;20360;Santa Ana Zegache;9
Oaxaca;20361;Santa Catalina Quierí;0
Oaxaca;20362;Santa Catarina Cuixtla;0
Oaxaca;20363;Santa Catarina Ixtepeji;0
Oaxaca;20364;Santa Catarina Juquila;55
Oaxaca;20365;Santa Catarina Lachatao;0
Oaxaca;20366;Santa Catarina Loxicha;3
Oaxaca;20367;Santa Catarina Mechoacán;5
Oaxaca;20368;Santa Catarina Minas;3
Oaxaca;20369;Santa Catarina Quiané;6
Oaxaca;20370;Santa Catarina Tayata;0
Oaxaca;20371;Santa Catarina Ticuá;0
Oaxaca;20372;Santa Catarina Yosonotú;1
Oaxaca;20373;Santa Catarina Zapoquila;0
Oaxaca;20374;Santa Cruz Acatepec;8
Oaxaca;20375;Santa Cruz Amilpas;23
Oaxaca;20376;Santa Cruz de Bravo;1
Oaxaca;20377;Santa Cruz Itundujia;9
Oaxaca;20378;Santa Cruz Mixtepec;7
Oaxaca;20379;Santa Cruz Nundaco;1
Oaxaca;20380;Santa Cruz Papalutla;1
Oaxaca;20381;Santa Cruz Tacache de Mina;3
Oaxaca;20382;Santa Cruz Tacahua;0
Oaxaca;20383;Santa Cruz Tayata;0
Oaxaca;20384;Santa Cruz Xitla;2
Oaxaca;20385;Santa Cruz Xoxocotlán;286
Oaxaca;20386;Santa Cruz Zenzontepec;0
Oaxaca;20387;Santa Gertrudis;7
Oaxaca;20388;Santa Inés del Monte;3
Oaxaca;20389;Santa Inés Yatzeche;1
Oaxaca;20390;Santa Lucía del Camino;164
Oaxaca;20391;Santa Lucía Miahuatlán;2
Oaxaca;20392;Santa Lucía Monteverde;2
Oaxaca;20393;Santa Lucía Ocotlán;6
Oaxaca;20394;Santa María Alotepec;5
Oaxaca;20395;Santa María Apazco;3
Oaxaca;20396;Santa María la Asunción;0
Oaxaca;20397;Heroica Ciudad de Tlaxiaco;90
Oaxaca;20398;Ayoquezco de Aldama;4
Oaxaca;20399;Santa María Atzompa;96
Oaxaca;20400;Santa María Camotlán;2
Oaxaca;20401;Santa María Colotepec;147
Oaxaca;20402;Santa María Cortijo;5
Oaxaca;20403;Santa María Coyotepec;8
Oaxaca;20404;Santa María Chachoápam;0
Oaxaca;20405;Villa de Chilapa de Díaz;1
Oaxaca;20406;Santa María Chilchotla;11
Oaxaca;20407;Santa María Chimalapa;0
Oaxaca;20408;Santa María del Rosario;0
Oaxaca;20409;Santa María del Tule;16
Oaxaca;20410;Santa María Ecatepec;1
Oaxaca;20411;Santa María Guelacé;0
Oaxaca;20412;Santa María Guienagati;1
Oaxaca;20413;Santa María Huatulco;170
Oaxaca;20414;Santa María Huazolotitlán;21
Oaxaca;20415;Santa María Ipalapa;8
Oaxaca;20416;Santa María Ixcatlán;0
Oaxaca;20417;Santa María Jacatepec;20
Oaxaca;20418;Santa María Jalapa del Marqués;18
Oaxaca;20419;Santa María Jaltianguis;3
Oaxaca;20420;Santa María Lachixío;2
Oaxaca;20421;Santa María Mixtequilla;9
Oaxaca;20422;Santa María Nativitas;0
Oaxaca;20423;Santa María Nduayaco;1
Oaxaca;20424;Santa María Ozolotepec;0
Oaxaca;20425;Santa María Pápalo;1
Oaxaca;20426;Santa María Peñoles;3
Oaxaca;20427;Santa María Petapa;20
Oaxaca;20428;Santa María Quiegolani;0
Oaxaca;20429;Santa María Sola;1
Oaxaca;20430;Santa María Tataltepec;0
Oaxaca;20431;Santa María Tecomavaca;3
Oaxaca;20432;Santa María Temaxcalapa;0
Oaxaca;20433;Santa María Temaxcaltepec;3
Oaxaca;20434;Santa María Teopoxco;1
Oaxaca;20435;Santa María Tepantlali;1
Oaxaca;20436;Santa María Texcatitlán;0
Oaxaca;20437;Santa María Tlahuitoltepec;4
Oaxaca;20438;Santa María Tlalixtac;1
Oaxaca;20439;Santa María Tonameca;58
Oaxaca;20440;Santa María Totolapilla;0
Oaxaca;20441;Santa María Xadani;3
Oaxaca;20442;Santa María Yalina;0
Oaxaca;20443;Santa María Yavesía;1
Oaxaca;20444;Santa María Yolotepec;0
Oaxaca;20445;Santa María Yosoyúa;2
Oaxaca;20446;Santa María Yucuhiti;0
Oaxaca;20447;Santa María Zacatepec;17
Oaxaca;20448;Santa María Zaniza;3
Oaxaca;20449;Santa María Zoquitlán;2
Oaxaca;20450;Santiago Amoltepec;2
Oaxaca;20451;Santiago Apoala;0
Oaxaca;20452;Santiago Apóstol;0
Oaxaca;20453;Santiago Astata;4
Oaxaca;20454;Santiago Atitlán;7
Oaxaca;20455;Santiago Ayuquililla;3
Oaxaca;20456;Santiago Cacaloxtepec;3
Oaxaca;20457;Santiago Camotlán;1
Oaxaca;20458;Santiago Comaltepec;0
Oaxaca;20459;Villa de Santiago Chazumba;7
Oaxaca;20460;Santiago Choápam;0
Oaxaca;20461;Santiago del Río;3
Oaxaca;20462;Santiago Huajolotitlán;4
Oaxaca;20463;Santiago Huauclilla;0
Oaxaca;20464;Santiago Ihuitlán Plumas;0
Oaxaca;20465;Santiago Ixcuintepec;0
Oaxaca;20466;Santiago Ixtayutla;11
Oaxaca;20467;Santiago Jamiltepec;69
Oaxaca;20468;Santiago Jocotepec;16
Oaxaca;20469;Santiago Juxtlahuaca;34
Oaxaca;20470;Santiago Lachiguiri;1
Oaxaca;20471;Santiago Lalopa;0
Oaxaca;20472;Santiago Laollaga;9
Oaxaca;20473;Santiago Laxopa;2
Oaxaca;20474;Santiago Llano Grande;5
Oaxaca;20475;Santiago Matatlán;12
Oaxaca;20476;Santiago Miltepec;1
Oaxaca;20477;Santiago Minas;1
Oaxaca;20478;Santiago Nacaltepec;0
Oaxaca;20479;Santiago Nejapilla;1
Oaxaca;20480;Santiago Nundiche;0
Oaxaca;20481;Santiago Nuyoó;1
Oaxaca;20482;Santiago Pinotepa Nacional;167
Oaxaca;20483;Santiago Suchilquitongo;18
Oaxaca;20484;Santiago Tamazola;2
Oaxaca;20485;Santiago Tapextla;1
Oaxaca;20486;Villa Tejúpam de la Unión;2
Oaxaca;20487;Santiago Tenango;2
Oaxaca;20488;Santiago Tepetlapa;0
Oaxaca;20489;Santiago Tetepec;6
Oaxaca;20490;Santiago Texcalcingo;2
Oaxaca;20491;Santiago Textitlán;1
Oaxaca;20492;Santiago Tilantongo;3
Oaxaca;20493;Santiago Tillo;1
Oaxaca;20494;Santiago Tlazoyaltepec;1
Oaxaca;20495;Santiago Xanica;2
Oaxaca;20496;Santiago Xiacuí;1
Oaxaca;20497;Santiago Yaitepec;0
Oaxaca;20498;Santiago Yaveo;10
Oaxaca;20499;Santiago Yolomécatl;4
Oaxaca;20500;Santiago Yosondúa;2
Oaxaca;20501;Santiago Yucuyachi;1
Oaxaca;20502;Santiago Zacatepec;1
Oaxaca;20503;Santiago Zoochila;0
Oaxaca;20504;Nuevo Zoquiápam;1
Oaxaca;20505;Santo Domingo Ingenio;4
Oaxaca;20506;Santo Domingo Albarradas;0
Oaxaca;20507;Santo Domingo Armenta;1
Oaxaca;20508;Santo Domingo Chihuitán;3
Oaxaca;20509;Santo Domingo de Morelos;6
Oaxaca;20510;Santo Domingo Ixcatlán;1
Oaxaca;20511;Santo Domingo Nuxaá;2
Oaxaca;20512;Santo Domingo Ozolotepec;0
Oaxaca;20513;Santo Domingo Petapa;9
Oaxaca;20514;Santo Domingo Roayaga;0
Oaxaca;20515;Santo Domingo Tehuantepec;201
Oaxaca;20516;Santo Domingo Teojomulco;0
Oaxaca;20517;Santo Domingo Tepuxtepec;0
Oaxaca;20518;Santo Domingo Tlatayápam;0
Oaxaca;20519;Santo Domingo Tomaltepec;1
Oaxaca;20520;Santo Domingo Tonalá;0
Oaxaca;20521;Santo Domingo Tonaltepec;0
Oaxaca;20522;Santo Domingo Xagacía;2
Oaxaca;20523;Santo Domingo Yanhuitlán;2
Oaxaca;20524;Santo Domingo Yodohino;0
Oaxaca;20525;Santo Domingo Zanatepec;20
Oaxaca;20526;Santos Reyes Nopala;17
Oaxaca;20527;Santos Reyes Pápalo;3
Oaxaca;20528;Santos Reyes Tepejillo;0
Oaxaca;20529;Santos Reyes Yucuná;0
Oaxaca;20530;Santo Tomás Jalieza;4
Oaxaca;20531;Santo Tomás Mazaltepec;2
Oaxaca;20532;Santo Tomás Ocotepec;0
Oaxaca;20533;Santo Tomás Tamazulapan;1
Oaxaca;20534;San Vicente Coatlán;0
Oaxaca;20535;San Vicente Lachixío;0
Oaxaca;20536;San Vicente Nuñú;0
Oaxaca;20537;Silacayoápam;6
Oaxaca;20538;Sitio de Xitlapehua;1
Oaxaca;20539;Soledad Etla;15
Oaxaca;20540;Villa de Tamazulápam del Progreso;12
Oaxaca;20541;Tanetze de Zaragoza;0
Oaxaca;20542;Taniche;0
Oaxaca;20543;Tataltepec de Valdés;1
Oaxaca;20544;Teococuilco de Marcos Pérez;2
Oaxaca;20545;Teotitlán de Flores Magón;48
Oaxaca;20546;Teotitlán del Valle;13
Oaxaca;20547;Teotongo;0
Oaxaca;20548;Tepelmeme Villa de Morelos;12
Oaxaca;20549;Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca;15
Oaxaca;20550;San Jerónimo Tlacochahuaya;13
Oaxaca;20551;Tlacolula de Matamoros;161
Oaxaca;20552;Tlacotepec Plumas;1
Oaxaca;20553;Tlalixtac de Cabrera;23
Oaxaca;20554;Totontepec Villa de Morelos;3
Oaxaca;20555;Trinidad Zaachila;4
Oaxaca;20556;La Trinidad Vista Hermosa;0
Oaxaca;20557;Unión Hidalgo;22
Oaxaca;20558;Valerio Trujano;2
Oaxaca;20559;San Juan Bautista Valle Nacional;44
Oaxaca;20560;Villa Díaz Ordaz;8
Oaxaca;20561;Yaxe;3
Oaxaca;20562;Magdalena Yodocono de Porfirio Díaz;0
Oaxaca;20563;Yogana;1
Oaxaca;20564;Yutanduchi de Guerrero;0
Oaxaca;20565;Villa de Zaachila;131
Oaxaca;20566;San Mateo Yucutindoo;3
Oaxaca;20567;Zapotitlán Lagunas;3
Oaxaca;20568;Zapotitlán Palmas;5
Oaxaca;20569;Santa Inés de Zaragoza;2
Oaxaca;20570;Zimatlán de Álvarez;110
Oaxaca;20999;No especificado;0
Puebla;21001;Acajete;245
Puebla;21002;Acateno;10
Puebla;21003;Acatlán;133
Puebla;21004;Acatzingo;203
Puebla;21005;Acteopan;1
Puebla;21006;Ahuacatlán;20
Puebla;21007;Ahuatlán;2
Puebla;21008;Ahuazotepec;40
Puebla;21009;Ahuehuetitla;7
Puebla;21010;Ajalpan;105
Puebla;21011;Albino Zertuche;2
Puebla;21012;Aljojuca;26
Puebla;21013;Altepexi;40
Puebla;21014;Amixtlán;1
Puebla;21015;Amozoc;725
Puebla;21016;Aquixtla;19
Puebla;21017;Atempan;52
Puebla;21018;Atexcal;10
Puebla;21019;Atlixco;766
Puebla;21020;Atoyatempan;18
Puebla;21021;Atzala;6
Puebla;21022;Atzitzihuacán;12
Puebla;21023;Atzitzintla;8
Puebla;21024;Axutla;1
Puebla;21025;Ayotoxco de Guerrero;20
Puebla;21026;Calpan;42
Puebla;21027;Caltepec;6
Puebla;21028;Camocuautla;2
Puebla;21029;Caxhuacan;2
Puebla;21030;Coatepec;2
Puebla;21031;Coatzingo;1
Puebla;21032;Cohetzala;0
Puebla;21033;Cohuecan;6
Puebla;21034;Coronango;293
Puebla;21035;Coxcatlán;43
Puebla;21036;Coyomeapan;14
Puebla;21037;Coyotepec;3
Puebla;21038;Cuapiaxtla de Madero;30
Puebla;21039;Cuautempan;17
Puebla;21040;Cuautinchán;40
Puebla;21041;Cuautlancingo;644
Puebla;21042;Cuayuca de Andrade;2
Puebla;21043;Cuetzalan del Progreso;113
Puebla;21044;Cuyoaco;39
Puebla;21045;Chalchicomula de Sesma;150
Puebla;21046;Chapulco;9
Puebla;21047;Chiautla;53
Puebla;21048;Chiautzingo;44
Puebla;21049;Chiconcuautla;17
Puebla;21050;Chichiquila;8
Puebla;21051;Chietla;87
Puebla;21052;Chigmecatitlán;1
Puebla;21053;Chignahuapan;169
Puebla;21054;Chignautla;66
Puebla;21055;Chila;15
Puebla;21056;Chila de la Sal;2
Puebla;21057;Honey;10
Puebla;21058;Chilchotla;12
Puebla;21059;Chinantla;15
Puebla;21060;Domingo Arenas;11
Puebla;21061;Eloxochitlán;8
Puebla;21062;Epatlán;7
Puebla;21063;Esperanza;75
Puebla;21064;Francisco Z. Mena;19
Puebla;21065;General Felipe Ángeles;32
Puebla;21066;Guadalupe;5
Puebla;21067;Guadalupe Victoria;36
Puebla;21068;Hermenegildo Galeana;4
Puebla;21069;Huaquechula;57
Puebla;21070;Huatlatlauca;11
Puebla;21071;Huauchinango;483
Puebla;21072;Huehuetla;20
Puebla;21073;Huehuetlán el Chico;12
Puebla;21074;Huejotzingo;408
Puebla;21075;Hueyapan;16
Puebla;21076;Hueytamalco;55
Puebla;21077;Hueytlalpan;1
Puebla;21078;Huitzilan de Serdán;13
Puebla;21079;Huitziltepec;7
Puebla;21080;Atlequizayan;1
Puebla;21081;Ixcamilpa de Guerrero;7
Puebla;21082;Ixcaquixtla;19
Puebla;21083;Ixtacamaxtitlán;14
Puebla;21084;Ixtepec;11
Puebla;21085;Izúcar de Matamoros;394
Puebla;21086;Jalpan;30
Puebla;21087;Jolalpan;10
Puebla;21088;Jonotla;2
Puebla;21089;Jopala;7
Puebla;21090;Juan C. Bonilla;81
Puebla;21091;Juan Galindo;17
Puebla;21092;Juan N. Méndez;8
Puebla;21093;Lafragua;7
Puebla;21094;Libres;137
Puebla;21095;La Magdalena Tlatlauquitepec;1
Puebla;21096;Mazapiltepec de Juárez;16
Puebla;21097;Mixtla;4
Puebla;21098;Molcaxac;14
Puebla;21099;Cañada Morelos;43
Puebla;21100;Naupan;12
Puebla;21101;Nauzontla;4
Puebla;21102;Nealtican;25
Puebla;21103;Nicolás Bravo;11
Puebla;21104;Nopalucan;49
Puebla;21105;Ocotepec;10
Puebla;21106;Ocoyucan;137
Puebla;21107;Olintla;7
Puebla;21108;Oriental;102
Puebla;21109;Pahuatlán;39
Puebla;21110;Palmar de Bravo;133
Puebla;21111;Pantepec;24
Puebla;21112;Petlalcingo;14
Puebla;21113;Piaxtla;16
Puebla;21114;Puebla;12082
Puebla;21115;Quecholac;99
Puebla;21116;Quimixtlán;11
Puebla;21117;Rafael Lara Grajales;56
Puebla;21118;Los Reyes de Juárez;68
Puebla;21119;San Andrés Cholula;1124
Puebla;21120;San Antonio Cañada;9
Puebla;21121;San Diego la Mesa Tochimiltzingo;3
Puebla;21122;San Felipe Teotlalcingo;20
Puebla;21123;San Felipe Tepatlán;3
Puebla;21124;San Gabriel Chilac;32
Puebla;21125;San Gregorio Atzompa;28
Puebla;21126;San Jerónimo Tecuanipan;6
Puebla;21127;San Jerónimo Xayacatlán;9
Puebla;21128;San José Chiapa;58
Puebla;21129;San José Miahuatlán;21
Puebla;21130;San Juan Atenco;12
Puebla;21131;San Juan Atzompa;2
Puebla;21132;San Martín Texmelucan;771
Puebla;21133;San Martín Totoltepec;1
Puebla;21134;San Matías Tlalancaleca;50
Puebla;21135;San Miguel Ixitlán;2
Puebla;21136;San Miguel Xoxtla;69
Puebla;21137;San Nicolás Buenos Aires;22
Puebla;21138;San Nicolás de los Ranchos;9
Puebla;21139;San Pablo Anicano;8
Puebla;21140;San Pedro Cholula;552
Puebla;21141;San Pedro Yeloixtlahuaca;6
Puebla;21142;San Salvador el Seco;74
Puebla;21143;San Salvador el Verde;105
Puebla;21144;San Salvador Huixcolotla;54
Puebla;21145;San Sebastián Tlacotepec;5
Puebla;21146;Santa Catarina Tlaltempan;1
Puebla;21147;Santa Inés Ahuatempan;9
Puebla;21148;Santa Isabel Cholula;43
Puebla;21149;Santiago Miahuatlán;91
Puebla;21150;Huehuetlán el Grande;12
Puebla;21151;Santo Tomás Hueyotlipan;28
Puebla;21152;Soltepec;14
Puebla;21153;Tecali de Herrera;82
Puebla;21154;Tecamachalco;293
Puebla;21155;Tecomatlán;7
Puebla;21156;Tehuacán;1210
Puebla;21157;Tehuitzingo;34
Puebla;21158;Tenampulco;8
Puebla;21159;Teopantlán;3
Puebla;21160;Teotlalco;6
Puebla;21161;Tepanco de López;75
Puebla;21162;Tepango de Rodríguez;4
Puebla;21163;Tepatlaxco de Hidalgo;50
Puebla;21164;Tepeaca;264
Puebla;21165;Tepemaxalco;2
Puebla;21166;Tepeojuma;42
Puebla;21167;Tepetzintla;4
Puebla;21168;Tepexco;18
Puebla;21169;Tepexi de Rodríguez;92
Puebla;21170;Tepeyahualco;91
Puebla;21171;Tepeyahualco de Cuauhtémoc;11
Puebla;21172;Tetela de Ocampo;63
Puebla;21173;Teteles de Ávila Castillo;15
Puebla;21174;Teziutlán;252
Puebla;21175;Tianguismanalco;50
Puebla;21176;Tilapa;30
Puebla;21177;Tlacotepec de Benito Juárez;118
Puebla;21178;Tlacuilotepec;14
Puebla;21179;Tlachichuca;38
Puebla;21180;Tlahuapan;92
Puebla;21181;Tlaltenango;16
Puebla;21182;Tlanepantla;6
Puebla;21183;Tlaola;39
Puebla;21184;Tlapacoya;2
Puebla;21185;Tlapanalá;15
Puebla;21186;Tlatlauquitepec;132
Puebla;21187;Tlaxco;3
Puebla;21188;Tochimilco;24
Puebla;21189;Tochtepec;30
Puebla;21190;Totoltepec de Guerrero;0
Puebla;21191;Tulcingo;8
Puebla;21192;Tuzamapan de Galeana;2
Puebla;21193;Tzicatlacoyan;14
Puebla;21194;Venustiano Carranza;74
Puebla;21195;Vicente Guerrero;31
Puebla;21196;Xayacatlán de Bravo;2
Puebla;21197;Xicotepec;230
Puebla;21198;Xicotlán;0
Puebla;21199;Xiutetelco;35
Puebla;21200;Xochiapulco;0
Puebla;21201;Xochiltepec;4
Puebla;21202;Xochitlán de Vicente Suárez;11
Puebla;21203;Xochitlán Todos Santos;10
Puebla;21204;Yaonáhuac;14
Puebla;21205;Yehualtepec;41
Puebla;21206;Zacapala;10
Puebla;21207;Zacapoaxtla;78
Puebla;21208;Zacatlán;366
Puebla;21209;Zapotitlán;16
Puebla;21210;Zapotitlán de Méndez;2
Puebla;21211;Zaragoza;59
Puebla;21212;Zautla;9
Puebla;21213;Zihuateutla;19
Puebla;21214;Zinacatepec;44
Puebla;21215;Zongozotla;3
Puebla;21216;Zoquiapan;1
Puebla;21217;Zoquitlán;20
Puebla;21999;No especificado;0
Querétaro;22001;Amealco de Bonfil;273
Querétaro;22002;Pinal de Amoles;75
Querétaro;22003;Arroyo Seco;51
Querétaro;22004;Cadereyta de Montes;278
Querétaro;22005;Colón;337
Querétaro;22006;Corregidora;1367
Querétaro;22007;Ezequiel Montes;217
Querétaro;22008;Huimilpan;208
Querétaro;22009;Jalpan de Serra;189
Querétaro;22010;Landa de Matamoros;69
Querétaro;22011;El Marqués;1720
Querétaro;22012;Pedro Escobedo;465
Querétaro;22013;Peñamiller;98
Querétaro;22014;Querétaro;10623
Querétaro;22015;San Joaquín;32
Querétaro;22016;San Juan del Río;2449
Querétaro;22017;Tequisquiapan;527
Querétaro;22018;Tolimán;134
Querétaro;22999;No especificado;0
Quintana Roo;23001;Cozumel;750
Quintana Roo;23002;Felipe Carrillo Puerto;471
Quintana Roo;23003;Isla Mujeres;200
Quintana Roo;23004;Othón P. Blanco;2273
Quintana Roo;23005;Benito Juárez;10102
Quintana Roo;23006;José María Morelos;200
Quintana Roo;23007;Lázaro Cárdenas;76
Quintana Roo;23008;Playa del Carmen;3984
Quintana Roo;23009;Tulum;694
Quintana Roo;23010;Bacalar;321
Quintana Roo;23011;Puerto Morelos;307
Quintana Roo;23999;No especificado;0
San Luis Potosí;24001;Ahualulco del Sonido 13;97
San Luis Potosí;24002;Alaquines;20
San Luis Potosí;24003;Aquismón;135
San Luis Potosí;24004;Armadillo de los Infante;6
San Luis Potosí;24005;Cárdenas;89
San Luis Potosí;24006;Catorce;26
San Luis Potosí;24007;Cedral;103
San Luis Potosí;24008;Cerritos;98
San Luis Potosí;24009;Cerro de San Pedro;22
San Luis Potosí;24010;Ciudad del Maíz;139
San Luis Potosí;24011;Ciudad Fernández;269
San Luis Potosí;24012;Tancanhuitz;68
San Luis Potosí;24013;Ciudad Valles;1301
San Luis Potosí;24014;Coxcatlán;50
San Luis Potosí;24015;Charcas;41
San Luis Potosí;24016;Ebano;164
San Luis Potosí;24017;Guadalcázar;24
San Luis Potosí;24018;Huehuetlán;47
San Luis Potosí;24019;Lagunillas;15
San Luis Potosí;24020;Matehuala;722
San Luis Potosí;24021;Mexquitic de Carmona;190
San Luis Potosí;24022;Moctezuma;68
San Luis Potosí;24023;Rayón;87
San Luis Potosí;24024;Rioverde;621
San Luis Potosí;24025;Salinas;144
San Luis Potosí;24026;San Antonio;27
San Luis Potosí;24027;San Ciro de Acosta;44
San Luis Potosí;24028;San Luis Potosí;8598
San Luis Potosí;24029;San Martín Chalchicuautla;52
San Luis Potosí;24030;San Nicolás Tolentino;11
San Luis Potosí;24031;Santa Catarina;29
San Luis Potosí;24032;Santa María del Río;189
San Luis Potosí;24033;Santo Domingo;7
San Luis Potosí;24034;San Vicente Tancuayalab;44
San Luis Potosí;24035;Soledad de Graciano Sánchez;2899
San Luis Potosí;24036;Tamasopo;112
San Luis Potosí;24037;Tamazunchale;405
San Luis Potosí;24038;Tampacán;44
San Luis Potosí;24039;Tampamolón Corona;46
San Luis Potosí;24040;Tamuín;171
San Luis Potosí;24041;Tanlajás;35
San Luis Potosí;24042;Tanquián de Escobedo;72
San Luis Potosí;24043;Tierra Nueva;29
San Luis Potosí;24044;Vanegas;19
San Luis Potosí;24045;Venado;48
San Luis Potosí;24046;Villa de Arriaga;98
San Luis Potosí;24047;Villa de Guadalupe;9
San Luis Potosí;24048;Villa de la Paz;12
San Luis Potosí;24049;Villa de Ramos;97
San Luis Potosí;24050;Villa de Reyes;240
San Luis Potosí;24051;Villa Hidalgo;81
San Luis Potosí;24052;Villa Juárez;30
San Luis Potosí;24053;Axtla de Terrazas;128
San Luis Potosí;24054;Xilitla;150
San Luis Potosí;24055;Zaragoza;157
San Luis Potosí;24056;Villa de Arista;68
San Luis Potosí;24057;Matlapa;115
San Luis Potosí;24058;El Naranjo;73
San Luis Potosí;24059;Villa de Pozos;420
San Luis Potosí;24999;No especificado;0
Sinaloa;25001;Ahome;2443
Sinaloa;25002;Angostura;110
Sinaloa;25003;Badiraguato;28
Sinaloa;25004;Concordia;85
Sinaloa;25005;Cosalá;12
Sinaloa;25006;Culiacán;4632
Sinaloa;25007;Choix;56
Sinaloa;25008;Elota;189
Sinaloa;25009;Escuinapa;170
Sinaloa;25010;El Fuerte;183
Sinaloa;25011;Guasave;1037
Sinaloa;25012;Mazatlán;2964
Sinaloa;25013;Mocorito;63
Sinaloa;25014;Rosario;147
Sinaloa;25015;Salvador Alvarado;242
Sinaloa;25016;San Ignacio;43
Sinaloa;25017;Sinaloa;100
Sinaloa;25018;Navolato;449
Sinaloa;25019;Eldorado;36
Sinaloa;25020;Juan José Ríos;64
Sinaloa;25999;No especificado;0
Sonora;26001;Aconchi;4
Sonora;26002;Agua Prieta;252
Sonora;26003;Álamos;51
Sonora;26004;Altar;32
Sonora;26005;Arivechi;13
Sonora;26006;Arizpe;0
Sonora;26007;Atil;0
Sonora;26008;Bacadéhuachi;0
Sonora;26009;Bacanora;5
Sonora;26010;Bacerac;4
Sonora;26011;Bacoachi;1
Sonora;26012;Bácum;150
Sonora;26013;Banámichi;7
Sonora;26014;Baviácora;5
Sonora;26015;Bavispe;1
Sonora;26016;Benjamín Hill;33
Sonora;26017;Caborca;290
Sonora;26018;Cajeme;1952
Sonora;26019;Cananea;101
Sonora;26020;Carbó;10
Sonora;26021;La Colorada;8
Sonora;26022;Cucurpe;4
Sonora;26023;Cumpas;29
Sonora;26024;Divisaderos;2
Sonora;26025;Empalme;139
Sonora;26026;Etchojoa;80
Sonora;26027;Fronteras;13
Sonora;26028;Granados;0
Sonora;26029;Guaymas;508
Sonora;26030;Hermosillo;3846
Sonora;26031;Huachinera;1
Sonora;26032;Huásabas;1
Sonora;26033;Huatabampo;164
Sonora;26034;Huépac;0
Sonora;26035;Imuris;57
Sonora;26036;Magdalena;133
Sonora;26037;Mazatán;3
Sonora;26038;Moctezuma;29
Sonora;26039;Naco;9
Sonora;26040;Nácori Chico;0
Sonora;26041;Nacozari de García;44
Sonora;26042;Navojoa;396
Sonora;26043;Nogales;705
Sonora;26044;Ónavas;0
Sonora;26045;Opodepe;17
Sonora;26046;Oquitoa;0
Sonora;26047;Pitiquito;14
Sonora;26048;Puerto Peñasco;143
Sonora;26049;Quiriego;8
Sonora;26050;Rayón;5
Sonora;26051;Rosario;16
Sonora;26052;Sahuaripa;18
Sonora;26053;San Felipe de Jesús;0
Sonora;26054;San Javier;0
Sonora;26055;San Luis Río Colorado;653
Sonora;26056;San Miguel de Horcasitas;10
Sonora;26057;San Pedro de la Cueva;4
Sonora;26058;Santa Ana;50
Sonora;26059;Santa Cruz;0
Sonora;26060;Sáric;11
Sonora;26061;Soyopa;2
Sonora;26062;Suaqui Grande;2
Sonora;26063;Tepache;4
Sonora;26064;Trincheras;7
Sonora;26065;Tubutama;7
Sonora;26066;Ures;61
Sonora;26067;Villa Hidalgo;3
Sonora;26068;Villa Pesqueira;1
Sonora;26069;Yécora;11
