FOLIO,FOLIO_REL,ID_INC,INCIDENTE,SUB_TIPO,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,SEXO_AGRE,SEXO_AFEC,CAT_SOSP,DETENIDO,DET_SPM,MOT_DET,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOSP,DESCRIP,OBJ_ROBADO,HECHOS,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,DEN_CASIO,CUENTA_HAB,NOM_SUCUR,SUC_CAJER,UBIC_SUCUR,ESPACIO,A_TRANS_PA,CARR_S_N,ROL_AFE,LONG,LAT,OID
250007570,0,30421,ROBO PERSONA,ND,1,01/01/2025,1,3,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,226,AVENIDA,POLIDUCTO,NA,NA,",,,",CALLE,TERCERA CECILIA LEAL AGUIRRE,4,18,2,22,06:02 p. m.,Falso,Verdadero,1,cortante,4 HOMBRES UNO VISTE PLAYERA AZUL CIELO PANTALON MEZCLILLA OTRO SUDADERA ROJA LOS OTROS CON ROPA HOLGADA,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,12,ropa,0,1400,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.89891,-102.2473,11
250010619,0,30421,ROBO PERSONA,MARIPOSA,1,01/01/2025,1,3,5,LOCALIDAD,VISTA HERMOSA,1016,1016,CALLE,SINALOA,NA,NA,",,,",CARRETERA,A PASO BLANCO,7,23,34,24,23.34,Falso,Verdadero,10,sin datos,2 HOMBRES ENTRE 27 Y 30 AÑOS DE EDAD,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Falso,1,2,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.971003,-102.3154,12
250011883,0,30421,ROBO PERSONA,ND,1,02/01/2025,1,4,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,226,AVENIDA,RODOLFO LANDEROS GALLEGOS,NA,NA,",,,",AVENIDA,SIGLO XXI,3,7,13,19,07:13 a. m.,Falso,Verdadero,1,cortante,1 HOMBRE VISTE SUDADERA ROJA,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,"1,26,28","celular,bolso,dinero",6000,6000,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.90199,-102.2542,13
250014205,0,30421,ROBO PERSONA,ND,1,02/01/2025,1,4,5,COLONIA,DEPORTIVA,895,895,BOULEVARD,MANUEL J CLOUTIER,NA,NA,",,,",CALLE,AGUA AZUFRADA,7,17,10,22,05:10 p. m.,Falso,Verdadero,4,fuego,2 HOMBRES UNO VISTE CHAMARRA COLOR TINTO,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,"3,28,31","celular,dinero,mochila",0,0,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.958313,-102.3406,14
250015463,0,30421,ROBO PERSONA,ND,1,02/01/2025,1,4,1,FRACCIONAMIENTO,ANEXO BENITO PALOMINO DENA (CUMBRES II),482,482,CALLE,ROBERTO JEFKINS RANGEL,NA,NA,",,,",CALLE,ALONSO SANCHEZ,3,20,26,23,08:26 p. m.,Falso,Verdadero,13,"cortante,contusa",6 HOMBRES,CONOCIDOS EN EL BARRIO COMO LOS 90S,H,H,8,0,N,N,0,0,Falso,0,N,N,"3,12","celular,gorra",0,0,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.91849,-102.2479,15
250021907,0,30421,ROBO PERSONA,ND,1,03/01/2025,1,5,1,FRACCIONAMIENTO,MORELOS I,598,598,CALLE,ARTILLERO MIER,NA,NA,",,,",CALLE,TULUM,5,22,21,24,10:21 p. m.,Falso,Verdadero,1,cortante,12 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,12,ropa,0,0,Falso,1,2,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.857678,-102.2545,16
250022084,0,30421,ROBO PERSONA,MARIPOSA,1,03/01/2025,1,5,1,COLONIA,FRANCISCO VILLA,154,154,BOULEVARD,ADOLFO RUIZ CORTINES,NA,NA,",,,",CALLE,FELIPE ANGELES,2,22,54,24,10:54 p. m.,Falso,Verdadero,1,cortante,2 HOMBRES UNO VISTE DE COLOR GRIS CON GORRA NEGRA,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.871624,-102.3249,17
250023211,0,30421,ROBO PERSONA,ND,1,04/01/2025,1,6,1,FRACCIONAMIENTO,PASEOS DEL SUR,634R,634,CALLE,MISION DE SAN MARGARITO FLORES GARCIA,NA,NA,",,,",AVENIDA,RANCHO SAN ANTONIO,5,3,6,26,03:06 a. m.,Falso,Verdadero,1,cortante,3 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,"3,28,29","celular,dinero,cartera",300,300,Falso,1,2,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.810866,-102.271,18
250023371,0,30421,ROBO PERSONA,ND,1,04/01/2025,1,6,1,FRACIONAMIENTO,VIÑEDOS DEL SUR,633,633,CALLE,MANUEL JACINTO GUERRA,NA,NA,",,,",CALLE,FELIPE COSIO GUTIERREZ DE VELASCO,5,5,4,26,05:04 a. m.,Falso,Verdadero,1,cortante,3 HOMBRES VISTEN DE NEGRO,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,3,celular,0,0,Falso,1,2,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.808282,-102.274,19
250029275,0,30421,ROBO PERSONA,MARIPOSA,1,05/01/2025,1,7,5,FRACCIONAMIENTO,CHICAHUALES I,1056,1056,AVENIDA,ROMAN LOERA,NA,NA,",,,",CLLE,LAS PALMAS,7,1,18,25,01:18 a. m.,Falso,Verdadero,1,cortante,HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,MOTOCICLETA,MOTOCICLETA,14,bicicleta,0,4000,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.951268,-102.3517,20
250029407,0,30421,ROBO PERSONA,ND,1,05/01/2025,1,7,1,FRACCIONAMIENTO,VIÑEDOS DEL SUR,633,633,CALLE,EDMUNDO BAEZ,NA,NA,",,,",CALLE,ESTANISLAO DIAZ SORIA,5,1,30,25,01:30 a. m.,Falso,Verdadero,4,fuego,1 HOMBRE VISTE PANTALON GRIS CHAMARRA NEGRA Y CHALECO ROJO,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,3,celular,0,10000,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.806477,-102.2752,21
250032789,0,30421,ROBO PERSONA,ND,1,05/01/2025,1,7,1,COLONIA,CHE GUEVARA,24,24,CALLE,ND,NA,NA,",,,",CALLE,ND,4,16,3,22,04:03 p. m.,Falso,Verdadero,3,contusa,1 HOMBRE 1 MUJER QUE VISTE BLUSA NEGRA PANTALON MEZCLILLA CABELLO CORTO COLOR ZANAHORIA LENTES DE AUMENTO,ND,A,M,8,0,N,N,0,0,Falso,0,N,N,3,celular,0,0,Falso,1,2,0,NA,NA,0,NA,1,PARADO,NO,MUJER,21.888003,-102.2083,22
250033818,0,30422,ROBO PERSONA,ND,1,05/01/2025,1,7,1,FRACCIONAMIENTO,PENSADORES MEXICANOS,208,208,AVENIDA,SIGLO XXI,NA,NA,",,,",AVENIDA,PENSADORES MEXICANOS,3,19,3,23,07:03 p. m.,Falso,Falso,9,ninguna,1 HOMBRE VISTE PLAYERA ROJA PANTALON AZUL,ND,H,M,8,0,N,N,0,0,Falso,0,N,N,"28,29","dinero,cartera",0,8500,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,MUJER,21.914639,-102.2609,23
250035593,0,30421,ROBO PERSONA,ND,1,05/01/2025,1,7,1,FRACCIONAMIENTO,DEL VALLE 2A SECCION,150,150,AVENIDA,AGUASCALIENTES PONIENTE,NA,NA,",,,",AVENIDA,LICENCIADO ADOLFO RUIZ CORTINES,6,22,29,24,10:29 p. m.,Falso,Verdadero,1,cortante,2 HOMBRES UNO VISTE SUETER CAFE Y PANTALON OSCURO,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,"3,12,29,31,40","celular,ropa,cartera,mochila,tarjeta",0,4000,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.871862,-102.3187,24
250040916,0,30422,ROBO PERSONA,ND,1,06/01/2025,2,1,5,NINGUNO,PROLONGACION ZARAGOZA Y SIGLO XXI,996R,0,PROLONGACION,ZARAGOZA,NA,NA,",,,",AVENIDA,SIGLO XXI,7,21,0,23,09:00 p. m.,Falso,Verdadero,3,contusa,1 HOMBRE VISTE SUDADERA COLOR AZUL,ND,H,M,8,0,N,N,0,0,Falso,0,BICICLETA,BICICLETA,"3,26,28,29","celular,bolso,dinero,cartera",0,0,Falso,1,1,0,NA,NA,0,NA,1,ND,NO,MUJER,21.949645,-102.3085,25
250045491,0,30421,ROBO PERSONA,MARIPOSA,1,07/01/2025,2,2,1,FRACCIONAMIENTO,JARDINES DE LA CRUZ,256,256,AVENIDA,PASEO DE LA CRUZ,NA,NA,",,,",CALLE,ROBLE,5,17,27,22,05:27 p. m.,Falso,Verdadero,8,otras,1 HOMBRE VISTE SUDADERA CAMUFLAJEADA,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Verdadero,1,10,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.873489,-102.276,26
250046904,0,30421,ROBO PERSONA,ND,1,07/01/2025,2,2,1,COMUNIDAD,NORIAS DE OJOCALIENTE,14,14,CALLE,1 DE ENERO,NA,NA,",,,",CALLE,MARFIL,4,21,55,24,09:55 p. m.,Falso,Verdadero,1,cortante,1 HOMBRE VISTE SUDADERA NEGRO CHALECO ROJO TENIS ADIDAS COLOR BLANCO,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,3,celular,0,0,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.893856,-102.2109,27
250047095,0,30421,ROBO PERSONA,ND,1,07/01/2025,2,2,1,FRACCIONAMIENTO,VILLAS DEL PILAR I,491,491,CALLE,GENERAL ROQUE GONZALEZ GARZA,NA,NA,",,,",CALLE,JUAN SSARABIA,2,23,1,24,11:01 p. m.,Falso,Verdadero,4,fuego,1 HOMBRE EDAD APROX 20 AÑOS COMPLEXION DELGADA VISTE DE NEFRO TRAE UNA GORRA COLOR ROJO,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,"3,29,30","celular,cartera,llaves",0,0,Falso,1,1,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.846092,-102.3031,28
250048674,0,30421,ROBO PERSONA,ND,1,08/01/2025,2,3,1,ESPECIAL,PARQUE RODOLFO LANDEROS GALLEGOS,492,492,BOULEVARD,JOSE MARIA CHAVEZ,NA,NA,",,,",AVENIDA,AGUASCALIENTES SUR,5,11,45,20,11:45 a. m.,Falso,Verdadero,2,punzante,1 HOMBRE VISTE SUDADERA GRIS PANTALON MEZCLILLA ZAPATOS CAFES TRAE UN AMOCHILA CON LA LEYENDA ADIDAS,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,"3,28,29","celular,dinero,cartera",350,350,Falso,1,1,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.857766,-102.292,29
250050413,0,30422,ROBO PERSONA,ND,1,08/01/2025,2,3,1,COLONIA,ZONA CENTRO,501,501,CALLE,DOCTOR DIAZ DE LEON,NA,NA,",,,",CALLE,JUAN DE MONTORO,1,17,33,22,05:33 p. m.,Falso,Falso,9,ninguna,2 HOMBRES UNO VISTE CHAMARRA COLOR MARFIL PANTALON GRSI Y ZAPATOS NEGROS,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,28,"dinero,cartera",400,400,Falso,1,2,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.880791,-102.2943,30
250055261,0,30422,ROBO PERSONA,ND,1,09/01/2025,2,4,6,FRACCIONAMIENTO,VERGEL DEL VALLE,1123,1123,CALLE,CRISANTEMO,NA,NA,"417,,,",CALLE,MOSTO,7,14,26,21,02:26 p. m.,Falso,Falso,9,ninguna,3 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,BICICLETA,BICICLETA,3,celular,0,0,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,22.149818,-102.2885,31
250056088,0,30422,ROBO PERSONA,ND,1,09/01/2025,2,4,1,COLONIA,MARTINEZ DOMINGUEZ,514,514,AVENIDA,MAHATMA GANDHI,NA,NA,",,,",CALLE,VALENTE QUINTANA,2,17,3,22,05:03 p. m.,Falso,Falso,9,ninguna,1 PERSONA,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,"31,38","mochila,otros",0,0,Falso,1,2,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.852399,-102.2943,32
250058165,0,30421,ROBO PERSONA,ND,1,09/01/2025,2,4,1,FRACCIONAMIENTO,SOLIDARIDAD IV,195,195,AVENIDA,MARIANO HIDALGO,NA,NA,",,,",CALLE,ISAAC DIAZ DE LEON,5,22,23,24,10:23 p. m.,Falso,Verdadero,1,cortante,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,MOTOCICLETA,MOTOCICLETA COLOR NEGRO,"6,15","tecnologia,joyeria",0,0,Falso,1,1,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.850769,-102.2546,33
250062493,0,30422,ROBO PERSONA,MARIPOSA,1,10/01/2025,2,5,1,FRACCIONAMIENTO,LOS PERICOS,287,287,CALLE,SAN BERNARDO,NA,NA,"130,,,",CALLE,SAN RAFAEL,4,19,43,23,07:43 p. m.,Falso,Falso,9,ninguna,2 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Falso,1,1,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.900539,-102.2442,34
250062975,0,30421,ROBO PERSONA,ND,1,10/01/2025,2,5,1,FRACCIONAMIENTO,VISTA DE LAS CUMBRES,308,308,CALLE,SAXOFON,NA,NA,",,,",CALLE,PIANO,4,21,4,23,09:04 p. m.,Falso,Verdadero,1,cortante,2 HOMBRES UNO VISTE SUDADERA AZUL Y EL OTRO PANTALON BLANCO,ND,H,H,8,2,N,N,0,0,Falso,0,N,N,28,dinero,40,10,Falso,1,4,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.899036,-102.2415,35
250063156,0,30422,ROBO PERSONA,ND,1,10/01/2025,2,5,1,COLONIA,DEL TRABAJO,246,246,AVENIDA,HEROICO COLEGIO MILITAR,NA,NA,",,,",CALLE,CONQUISTA,4,20,30,23,08:30 p. m.,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,MOTOCICLETA,MOTOCICLETA,3,celular,0,3500,Falso,1,2,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.88921,-102.2762,36
250063374,0,30422,ROBO PERSONA,ND,1,10/01/2025,2,5,1,FRACCIONAMIENTO,CASASOLIDA,168,168,CALLE,FAISAN,NA,NA,"1001,,,",CALLE,SIERRA TERIUTLAN,2,22,15,24,10:15 p. m.,Falso,Verdadero,1,cortante,2 HOMBRES AMBOS VISTEN SUETER NEGRO Y TRAEN CUBREBOCAS,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,"3,28,29","celular,dinero,cartera",1500,6500,Falso,1,1,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.834253,-102.2975,37
250064226,0,30421,ROBO PERSONA,ND,1,11/01/2025,2,6,5,FRACCIONAMIENTO,MANANTIALES DEL PIÑAR,927,927,CALLE,SEGUNDA DEL PIÑAR DEL VALLE,NA,NA,",,,",CALLE,DE LOS SAUCES,7,1,44,25,01:44 a. m.,Falso,Verdadero,3,contusa,HOMBRES,LOS MATONES,H,H,8,0,N,N,0,0,Falso,0,N,N,28,dinero,3000,3000,Falso,1,2,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.956163,-102.3484,38
250066913,0,30422,ROBO PERSONA,ND,1,11/01/2025,2,6,5,LOCALIDAD,MARAVILLAS,991,991,AVENIDA,SIGLO XXI,NA,NA,",,,",PROLONGACION,ZARAGOZA,7,15,45,22,03:45 p. m.,Falso,Verdadero,3,ninguna,2 HOMBRES ESTATURA BAJA COMPLEXION DELGADA TEZ MORENO UNO VISTE SUDADERA AMARILLA,ND,H,H,8,0,N,N,0,0,Falso,0,BICICLETA,BICICLETA COLOR AMARILLO,28,dinero,250,250,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.951065,-102.3261,39
250069864,0,30421,ROBO PERSONA,ND,1,12/01/2025,2,7,7,FRACCIONAMIENTO,LAZARO CARDENAS,1188,1188,CALLE,GENERAL LAZARO CARDENAS,NA,NA,",,,",CARRETERA,A ESCALERAS,7,0,49,25,12:49 a. m.,Falso,Verdadero,13,"cortante,contusa",3 HOMBRES CON PASAMONTAÑAS Y LENTES,ND,H,H,8,0,N,N,0,0,Falso,0,MOTOCICLETA,MOTOCICLETA ITALIKA COLOR ROJO CON NEGRO,"3,12,15","celular,ropa,joyeria",0,0,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,MENOR,22.23856,-102.327,40
250070416,0,30421,ROBO PERSONA,ND,1,12/01/2025,2,7,5,LOCALIDAD,LA FLORIDA,1026,1026,ND,ND,NA,NA,",,,",CALLE,ND,7,1,59,25,01:59 a. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,3,celular,0,3000,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.981334,-102.3061,41
250070699,0,30421,ROBO PERSONA,ND,1,12/01/2025,2,7,1,FRACCIONAMIENTO,SANTA ANITA,102,102,AVENIDA,DE LA CONVENCION DE 1914 ORIENTE,NA,NA,",,,",CALLE,NICOLO PAGANINI,4,3,8,26,03:08 a. m.,Falso,Verdadero,3,contusa,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,29,cartera,0,0,Falso,1,2,0,NA,NA,0,NA,1,ND,NO,HOMBRE,21.895782,-102.2784,42
250074629,0,30422,ROBO PERSONA,MARIPOSA,1,12/01/2025,2,7,1,BARRIO,BARRIO SAN MARCOS,85,85,CALLE,JOSE GUADALUPE POSADA MUÑOZ,NA,NA,"562,,,",CALLE,TALAMANTES,1,19,32,23,07:32 p. m.,Falso,Falso,9,ninguna,1 HOMBRE,EL FURCIO O EL CHARLY,H,M,3,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,1800,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,MUJER,21.880589,-102.3065,43
250075010,0,30422,ROBO PERSONA,ND,1,12/01/2025,2,7,1,FRACCIONAMIENTO,SOLIDARIDAD II,193,193,CALLE,CERRO DEL MIXTON,NA,NA,",,,",AVENIDA,SIGLO XXI,5,20,32,23,08:32 p. m.,Falso,Falso,9,ninguna, 1 HOMBREVISTE PANTALON AZUL CAMISA A RAYAS DE CADENAS,ND,H,H,3,0,N,N,0,0,Falso,0,N,N,3,celular,0,4500,Falso,1,1,0,NA,NA,0,NA,1,TRANSITANDO,NO,HOMBRE,21.864111,-102.247,44
250065401,0,30446,ROBO PERSONA,MARIPOSA,1,11/01/2025,2,6,6,FRACCIONAMIENTO,VERGEL DEL VALLE,1123,1123,CALLE,JAZMIN,NA,NA,"114,,,",CALLE,ORQUIDEA,7,10,50,20,10:50 a. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,14,bicicleta,0,0,Falso,1,2,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,22.152265,-102.2891,45
250068367,0,30446,ROBO PERSONA,ND,1,11/01/2025,2,6,1,COLONIA,MORELOS,611,611,AVENIDA,DE LA CONVENCION DE 1914 NORTE,NA,NA,",,,",AVENIDA,HEROE DE NACOZARI NORTE,3,20,46,23,08:46 p. m.,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,3,celular,0,0,Falso,1,1,0,NA,NA,0,NA,2,PARADO,NO,MUJER,21.902181,-102.2886,46
250069747,0,30446,ROBO PERSONA,ND,1,12/01/2025,2,7,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,175,CALLE,CASIMIRA ARTEAGA,NA,NA,"126,,,",CALLE,SOBERANA CONVENCION MILITAR REVOLUCIONARIA,2,0,32,25,12:32 a. m.,Falso,Falso,9,ninguna,1 HOMBRE CONDUCTOR DE PLATAFORMA DIDI,ND,H,H,8,0,N,N,0,0,Falso,0,COCHE,COCHE RENAULT KIWI COLOR BLANCO PLACAS ACD618F,3,celular,0,0,Falso,1,2,0,NA,NA,0,NA,1,PARADO,NO,HOMBRE,21.855152,-102.3185,47
