FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,RANGO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,DETENIDO,DET_SPM,MOT_DET,LESION_PR,LESION_AFE,CAT_SOSP,SEXO_AGRE,SEXO_AFECT,LESIONADO,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,OBJ_ROBADO,HECHOS,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,DEN_CASIO,GIRO_NEG,VEH_AFEC,OID,LONG,LAT
260168720,0,30426,ROBO EN TRANSPORTE PUBLICO,1,2026-01-28,5,3,1,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,627,627,CALLE,CAROLINA VILLANUEVA GARCIA,0,NA,",,",CALLE,JULIO DIAZ TORRES,5,8,38,08:38,19,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,211,211,false,1,1,0,PLATAFORMA,"CHEVROLET, AVEO, BEIGE, ACT953S",13,-102.28004284,21.83674577
260191649,0,30425,ROBO EN TRANSPORTE PUBLICO,1,2026-01-31,5,7,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,340,340,AVENIDA,RODOLFO LANDEROS GALLEGOS,0,NA,",,,",CALLE,CULTURA CHINANTECA,4,22,37,22:37,24,false,true,1,CORTANTE,2 SUJETOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,29,29","CELULAR, CARTERA, DINERO",500,500,false,1,1,0,TAXI,"2141, NISSAN. MARCH, BLANCO",14,-102.23525146,21.90877854
260188606,0,30426,ROBO EN TRANSPORTE PUBLICO,1,2026-01-31,5,6,1,FRACCIONAMIENTO,PILAR BLANCO,142,142,BOULEVARD,AGUILA,0,NA,",,,",CALLE,CANARIO,2,14,42,14:42,22,false,false,9,NINGUNA,2 SUJETOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,TAXI,2907,15,-102.29967739,21.84976768
260199487,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2026-02-01,5,7,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ENCINO",331,331,CIRCUITO,LA ESTANCIA,0,NA,",,,",CIRCUITO,LA ESTANCIA,3,23,5,23:05,24,false,false,9,NINGUNA,"1 SUJETO, EDAD JOVEN",ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,175,175,false,1,1,0,DIDI,ND,16,-102.27231220,21.92128971
260183379,0,30426,ROBO EN TRANSPORTE PUBLICO,1,2026-01-31,5,6,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,175,CALLE,JOSE MARIA BOCANEGRA,0,NA,",,,",CALLE,MACARIO SARABIA,2,18,10,18:10,22,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,0,H,H,0,false,0,N,N,3,CELULAR,0,0,false,1,1,0,TAXI,"2852, NISSAN, VERSA, BLANCO",17,-102.32487808,21.85410422
260218734,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2026-02-05,6,5,1,FRACCIONAMIENTO,LOMAS DEL SUR,367,367,AVENIDA,SAN SEBASTIAN,0,NA,",,,",AVENIDA,SAN SEBASTIAN 307,5,7,38,07:38,19,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,300,300,false,1,1,0,PLATAFORMA,ND,18,-102.26383481,21.82789525
260222153,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2026-02-05,6,4,11,FRACCIONAMIENTO,LA RIBERA,1340,1340,CALLE,TUXCUECA,0,NA,"211,,,",AVENIDA,RIVERA DE CHAPALA,7,17,51,17:41,22,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,TAXI,"1133, NISSAN VERSA, BLANCO",19,-102.25412051,21.95605527
260223689,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2026-02-05,6,4,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,226,CALLE,ESTHELA ALDANA,0,NA,",,,",CALLE,VIRGINIA OFELIA MARTINEZ GARZA,4,23,47,23:47,24,false,false,9,NINGUNA,SUJETOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,3,CELULAR,0,0,false,1,1,1,TAXI,"1686, NISSAN, MARCH, BLANCO",20,-102.25149960,21.90055180
260237618,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2026-02-08,6,7,1,ZONA,ZONA CENTRO,501,501,CALLE,5 DE MAYO,0,NA,",,,",CALLE,JESUS MARIA,1,1,24,01:24,25,false,false,9,NINGUNA,ND,ND,0,0,0,0,0,10,ND,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,UBER,"MARCH, BLANCO",21,-102.29578150,21.88882527
260251011,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2026-02-09,7,1,1,FRACCIONAMIENTO,LOS PERICOS,287,287,AVENIDA,CULTURA OTOMI,0,NA,",,,",AVENIDA,RODOLFO LANDEROS GALLEGOS,4,22,28,22:28,24,false,false,9,NINGUNA,"2 SUJETOS PLAYERA ROJA PANTALON BLANCO, PANTALON MEZCLILLA AZUL CAMISETA BLANCA",ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"28,29","CARTERA, DINERO",1200,1200,false,1,1,0,TAXI,"2533, NISSAN, MARCH,BLANCO",22,-102.24618838,21.90429989
260262562,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2026-02-11,7,3,1,FRACCIONAMIENTO,LOS PIRULES,101,101,ANDANDOR,BEGONIAS,0,NA,",,,",ANDANDOR,BEGONIAS,2,22,21,22:21,24,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,300,300,false,1,1,0,UBER,ROJO,23,-102.31950229,21.86920549
260241545,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2026-02-08,6,7,1,FRACCIONAMIENTO,MORELOS I,598,598,CALLE,MEXICO LIBRE,0,NA,",,,",CALLE,CONGRESO DE CHILPANCINGO,5,15,57,15:57,22,false,true,1,CORTANTE,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,29","CELULAR, CARTERA",0,0,false,1,1,0,TAXI,BLANCO,24,-102.26568100,21.85448929
260276444,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2026-02-14,7,6,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ALAMEDA",330,330,CALLE,RODRIGO RINCON GALLARDO,0,NA,"907,,,",CALLE,MIGUEL GUINCHARD,3,1,15,01:15,25,false,false,9,NINGUNA,1 MUJER,ND,0,0,0,0,0,10,M,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,PLATAFORMA,"KWID, RENAULT, AZUL",25,-102.26498066,21.93409897
260293108,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2026-02-16,8,1,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,360,360,AVENIDA,PASEO DE LA BIZNAGA,0,NA,",,,",CALLE,JUVENTINO DE LA TORRE,4,4,1,04:01,26,false,true,2,PUNZANTE,2 SUJETOS,ND,0,0,0,0,1,10,H,H,1,false,0,N,N,"3,39,28","CELULAR, CARTERA, DINERO",0,0,false,1,1,0,UBER,"NISSAN, MARCH, BLANCO",26,-102.23110630,21.86644634
260297888,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2026-02-16,8,0,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,175,AVENIDA,DE LOS MAESTROS,0,NA,",,,",CALLE,RICARDO GARCIA MENDOZA,2,21,9,21:09,23,false,false,9,NINGUNO,2 SUJETOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,3,CELULAR,0,0,false,1,1,0,UBER,"NISSAN, VERSA, PLATA",27,-102.31755988,21.85351554
260305800,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2026-02-18,8,3,1,FRACCIONAMIENTO,VILLAS DEL PILAR I,491,491,AVENIDA,SIGLO XXI,0,NA,",,,",CALLE,JOSE ISABEL ROBLES,2,6,13,06:13,19,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,36","CELULAR, PAGO CARRERA",0,0,false,1,1,0,TAXI,2663,28,-102.30534506,21.84590155
260317680,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2026-02-19,8,4,1,COMUNIDAD,LOMA DE LOS NEGRITOS,389,389,CALLE,MIGUEL ARENAS,0,NA,"104,,,",CALLE,LUIS DONALDO COLOSIO MURRIETA,2,22,37,22:37,24,false,false,9,NINGUNA,2 SUJETOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,PLATAFORMA,"CHEVROLET, ONIX, AZUL",29,-102.35082856,21.87002923
260347381,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2026-02-24,9,2,1,FRACCIONAMIENTO,INSURGENTES,161,161,CALLE,ABRAHAM GONZALEZ,0,NA,",,,",CALLE,JESUS CARRANZA,2,6,35,06:35,19,false,true,1,CORTANTE,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,28","CELULAR, DINERO",0,0,false,1,1,0,TAXI,"4023, BLANCO",30,-102.30397767,21.84862192
260361400,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2026-02-26,9,4,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,342,CALLE,JOSE BECERRA,0,NA,",,,",AVENIDA,JOSE DE JESUS GONZALEZ GARCIA,3,14,7,14:07,21,false,true,1,CORTANTE,2 SUJETOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,28,DINERO,800,800,false,1,1,0,TAXI,255,31,-102.25574940,21.92985560
260360298,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2026-02-26,9,4,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,342,CALLE,VILLAS DE NOTREDAM,0,NA,",,,",CALLE,ELIAS DE LARA,3,10,55,10:55,20,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,TAXI,"NISSAN, VERSA, 2996",32,-102.25285704,21.92865700
260358264,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2026-02-25,9,3,1,COLONIA,MIRAVALLE,239,239,CALLE,J MARIA LOPEZ DE NAVA,0,NA,",,,",AVENIDA,FUNDICION,6,23,4,23:04,24,false,false,1,CORTANTE,2 SUJETOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,28,DINERO,0,0,true,1,1,0,TAXI,3559,33,-102.31074747,21.89456378
260356223,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2026-02-25,9,3,1,FRACCIONAMIENTO,EL PUERTECITO,407,407,CALLE,PUERTO LAZARO CARDENAS,0,NA,",,,",CALLE,PUERTO DE ENSENADA,3,18,19,18:19,22,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,UBER,ND,34,-102.24792823,21.93826644
260346737,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2026-02-24,9,2,1,FRACCIONAMIENTO,VISTAS DE ORIENTE,353,353,AVENIDA,SAN GABRIEL,0,NA,",,,",AVENIDA,POLIDUCTO,4,0,19,00:19,25,false,false,1,CORTANTE,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,28","CELULAR, DINERO",1500,1500,false,1,1,0,PLATAFORMA,"NISSAN, VERSA, GRIS, ACR175G",35,-102.24269145,21.87462999
260036833,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2026-02-27,5,9,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,342,AVENIDA,GERONIMO DE LA CUEVA,0,NA,",,,",AVENIDA,JOSE DE JESUS GONZALEZ GARCIA,3,16,35,16:35,22,false,false,9,NINGUNA,1 SUJETO CACHUCHA NEGRA CAMISA DE COLORES,ND,0,0,0,0,0,8,H,H,0,false,0,N,N,3,CELULAR,10000,1000,false,1,1,0,PLATAFORMA,"RENAULT, KWID, GRIS",36,-102.26059636,21.93162673
260377924,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2026-02-28,9,6,1,FRACCIONAMIENTO,LOS PERICOS,287,287,CALLE,SAN MARCOS,0,NA,",,,",CALLE,SAN COSME,4,22,1,22:01,24,false,true,3,CONTUSA,"4 SUJETOS, 1 MUJER","EL HUEVO, EL MUNRA, EL PELUSO",0,0,0,0,0,10,HM,H,0,false,0,N,N,"3,28","CELULAR, DINERO",1200,1200,false,1,1,0,TAXI,1600,37,-102.24285740,21.90055323
260391782,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2026-03-02,10,2,1,NO APLICA,DESARROLLO ESPECIAL BULEVAR A ZACATECAS,609,609,BOULEVAR,A ZACATECAS,0,NA,",,,",CALLE,ARROYO DEL MOLINO,3,14,24,14:24,21,false,false,9,NINGUNA,1 SUJETO CAMISA ROJA PANTALON NEGRO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,TAXI,BLANCO,38,-102.29032006,21.92484996
260400800,0,30425,ROBO EN TRANSPORTE PUBLICO,3,2026-03-03,10,2,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,226,AVENIDA,POLIDUCTO,0,NA,",,,",CALLE,REINAS DE LA FERIA,4,20,58,20:58,23,false,true,1,CORTANTE,1 SUJETO CAMISA NEGRO CON ESTAMPADO Y PANTALON NEGRO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"27,28","DOCUMENTOS, DINERO",0,0,false,1,1,0,TAXI,"4596, BLANCO",39,-102.24691312,21.89744298
260399017,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2026-03-03,10,2,1,FRACCIONAMIENTO,PILR BLANCO,142,142,ANDANDOR,CODORNIZ,0,54,",,,",BULEVARD,AGUILA,2,16,22,16:22,22,false,false,9,NINGUNA,1 MUJER,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,PLATAFORMA,"RENAULT, LOGAN, BLANCO",40,-102.30013639,21.85057916
260426568,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2026-03-07,10,6,1,FRACCIONAMIENTO,MORELOS II,188,188,CALLE,CORONEL ANTONIO RAYO,0,NA,",,,",CALLE,SOBERANIA DEL PUEBLO,5,17,48,17:48,22,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,TAXI,3672,41,-102.26375532,21.84937740
260465092,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2026-03-14,11,6,1,FRACCIONAMIENTO,NATURA,371,371,CALLE,CAÑADA,0,NA,",,,",CIRCUITO,ARALIA,3,6,4,06:04,19,false,false,9,NINGUNA,1 SUJETO,ND,1,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,130,130,false,1,4,0,TAXI,ND,42,-102.24815079,21.93249606
260473091,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2026-03-14,11,6,11,FRACCIONAMIENTO,LA RIBERA,1340,1340,CALLE,CULHUACAN,0,NA,",,,",AVENIDA,LA RIBERA,7,6,4,06:04,19,false,false,9,NINGUNA,1,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,UBER,ND,43,-102.25270008,21.95879885
260491127,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2026-03-16,12,1,1,BARRIO,GUADALUPE,502,502,CALLE,LARREATEGUI,0,NA,",,,",CALLE,LARREATEGUI,1,11,12,11:12,21,false,false,9,NINGUNA,1,SUJETO,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,TAXI,"1860, NISSAN, VERSA, BLANCO",44,-102.30750409,21.88613474
260500748,0,30425,ROBO EN TRANSPORTE PUBLICO,3,2026-03-17,12,2,1,COLONIA,MORELOS,611,611,AVENIDA,HEROE DE NACOZARI NORTE,0,NA,",,,",AVENIDA,CONVENCION DE 1914 NORTE,3,20,22,20:22,23,false,true,1,CORTANTE,2 SUJETOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,28","CELULAR, DINERO",0,0,false,1,1,0,TAXI,"2976, BLANCO",45,-102.28840119,21.90179823
260504617,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2026-03-18,12,3,1,FRACCIONAMIENTO,LAS AMERICAS,262,262,AVENIDA,CONVENCION DE 1914 SUR,0,NA,",,,",AVENIDA,QUINTA,2,13,31,13:31,21,false,false,9,NINGUNA,1 SUJETO DE TATUAJES 40 AÑOS PLAYERA A CUADROS NARANJA BERMUDA BEIGE TENIS BLANCOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,28,DINERO,0,0,false,1,1,0,PLATAFORMA,ND,46,-102.29829419,21.86599562
260529491,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2026-03-22,12,7,1,FRACCIONAMIENTO,PERIODISTAS,204,204,CALLE,REPORTEROS,0,NA,",,,",CALLE,LINOTIPISTAS,2,1,59,01:59,25,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,0,0,PLATAFORMA,"RENAULT,KWID,GRIS",47,-102.25124717,21.85168828
260533601,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2026-03-22,12,7,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,354,CALLE,CELESTINO LOPEZ SANCHEZ,0,NA,",,,",AVENIDA,VALLE DE LOS ROMEROS,3,17,19,17:19,22,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,8,H,H,0,false,0,N,N,28,DINERO,0,0,false,1,1,0,TAXI,"3401, CHEVROLET, AVEO, BLANCO",48,-102.25616052,21.94188495
260544256,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2026-03-24,12,2,5,FRACCIONAMIENTO,BUENAVISTA,1070,1070,CALLE,ROSAL,0,NA,",,,",CALLE,MARGARITA,7,1,27,01:27,25,false,false,9,NINGUNA,2 SUJETOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,500,500,false,1,1,0,PLATAFORMA,ND,49,-102.35688581,21.97107298
260572213,0,30425,ROBO EN TRANSPORTE PUBLICO,3,2026-03-28,13,6,11,FRACCIONAMIENTO,LA RIBERA,1340,1340,CALLE,GRENOVIA,0,NA,",,,",CALLE,OXALIS,7,9,35,09:35,20,false,true,1,CORTANTE,2 SUJETOS DE NEGRO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,28,DINERO,700,700,false,1,1,0,TAXI,"1688, NISSAN, VERSA, BLANCO",50,-102.24882249,21.96150868
260563261,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2026-03-27,13,5,1,FRACCIONAMIENTO,CASABLANCA,625,625,CALLE,VIVERO DEL ALAMO,0,NA,",,,",CALLE,VIVERO DE LA HACIENDA,5,0,46,00:46,25,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,70,70,false,1,0,0,PLATAFORMA,"NISSAN, MARCH, BLANCO",51,-102.27350553,21.85865313
260583046,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2026-03-29,13,7,1,FRACCIONAMIENTO,LOMAS DE BELLAVISTA,415,415,CALLE,CONDOMINIO BELLAVISTA 210,0,NA,",,,",CALLE,CASIA PONIENTE,3,16,44,16:44,22,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,DIDI,"V DRIVE, GRIS, 2024",52,-102.24158140,21.91633895
