FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,RANGO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,DETENIDO,DET_SPM,MOT_DET,LESION_PR,LESION_AFE,CAT_SOSP,SEXO_AGRE,SEXO_AFECT,LESIONADO,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,OBJ_ROBADO,HECHOS,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,DEN_CASIO,GIRO_NEG,VEH_AFEC,OID,LONG,LAT
250183949,0,30426,ROBO EN TRANSPORTE PUBLICO,1,2025-01-29,5,3,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,342,AVENIDA,JOSE DE JESUS GONZALEZ GARCIA,0,NA,",,,",CALLE,JOSE RUIZ ESPARZA VEGA,3,22,23,22:23,24,true,false,9,NINGUNA,1 SUJETO,ND,1,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,100,false,1,4,0,TAXI 3829,"NISSAN,TSURU, BLANCO",11,-102.25766889,21.92998778
250184284,0,30426,ROBO EN TRANSPORTE PUBLICO,1,2025-01-29,5,3,1,FRACCIONAMIENTO,LOMAS DE VISTABELLA,339,339,CALLE,VISTA DEL AMANECER,0,NA,"232,,,",CALLE,VISTA DE LA MONTAÑA,5,23,35,23:35,24,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,50,false,1,1,0,TAXI 2610,"NISSAN, MARCH BLANCO",12,-102.26142554,21.84384015
250186165,0,30426,ROBO EN TRANSPORTE PUBLICO,1,2025-01-30,5,4,1,COLONIA,OLIVARES SANTANA,649,649,CALLE,JOSE MARIA ELIZALDE,0,NA,",,,",CALLE,BENJAMIN DE LA MORA,6,11,26,11:26,20,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,TAXI 2074,"NISSAN, VERSA, BLANCO",13,-102.31362625,21.89332597
250189442,0,30426,ROBO EN TRANSPORTE PUBLICO,1,2025-01-30,5,4,1,FRACCIONAMIENTO,INSURGENTES,161,161,CALLE,ABRAHAM GONZALEZ,0,NA,",,,",CALLE,ABRAHAM GONZALEZ,2,20,27,20:27,23,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,6,0,TAXI 543,"NISSAN, TSURU, BLANCO",14,-102.30216596,21.84820581
250242328,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2025-02-07,6,5,1,FRACCIONAMIENTO,JARDINES DE LA CRUZ,256,256,CALLE,ROBLE,0,NA,"401,,,",CALLE,ALAMO,5,17,27,17:27,22,false,false,9,NINGUNA,HOMBRE Y MUJER 19 AÑOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,TAXI 3400,"NISSAN, TSURU, BLANCO",15,-102.27608966,21.87546743
250246028,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2025-02-08,6,6,5,COLONIA,CENTRO,938,938,CALLE,LOPEZ RAYON,0,NA,",,,",CALLE,JULIO CADENA,7,6,3,06:03,19,false,true,1,CORTANTE,"2 SUJETOS PANTALON DE MEZCLILLA SUDADERA CON CAPUCHA OBSCURA, SUDADERA DE COLORES",ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,28","CELULAR, DINERO",0,200,false,1,6,0,PLATAFORMA,"FIA, FORTE, GRIS",16,-102.34155529,21.96434100
250250352,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2025-02-08,6,6,1,FRACCIONAMIENTO,INSURGENTES,161,161,CALLE,GENERAL JESUS CARRANZA,0,NA,",,,",CALLE,GENERAL LUIS MOYA,2,20,7,20:07,23,false,true,1,CORTANTE,2 SUJETOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,130,false,1,6,0,TAXI 1228,"NISSAN, TSURU, BLANCO",17,-102.30438787,21.84697390
250264895,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2025-02-10,7,1,1,FRACCIONAMIENTO,BAJIO DE LAS PALMAS,588,588,AVENIDA,TECNOLOGICO,0,NA,",,,",CALLE,PALMA MEXICANA,5,16,36,16:36,22,false,false,9,NINGUNA,UNA MUJER,ND,0,0,0,0,0,10,M,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,69,0,TAXI,ND,18,-102.23950914,21.86583382
250265978,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2025-02-10,7,1,11,RURAL,PUERTECITO DE LA VIRGEN,1333,1333,CALLE,16 DE SEPTIEMBRE,0,NA,",,,",CALLE,FELIPE ANGELES,7,19,11,19:11,23,true,false,9,NINGUNA,1 SUJETO,JUAN VAZQUEZ LUCIO,1,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,4,0,TAXI 1349,BLANCO,19,-102.26863164,21.95980245
250273231,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2025-02-11,7,2,3,RANCHERIA,LAS TINAJAS,831R,0,CARRETERA,70 AGUASCALIENTES JALPA,0,NA,",,,",CARR,71 LAS TINAJAS TEPETATE DE ABAJO,7,18,30,18:30,22,false,true,3,CONTUSA,"3 SUJETOS VESTIMENTA OBSCURA, GRIS,PLAYERA BLANCA",ND,0,0,0,0,0,0,H,H,1,false,0,AUTOMOVIL,NEGRO,"29,28,30,12","CARTERA, DINERO, LLAVES, ROPA",1500,1500,false,1,1,0,TAXI,"NISSAN, VERSA, BLANCO CON VERDE, A387AAJ",20,-102.77021968,21.81561575
250272949,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2025-02-11,7,2,1,SUBDIVISION,LOS CEDROS,302,302,CALLE,CRISTOBAL COLON,0,NA,"720,,,",PRIVADA,COLON,5,20,50,20:50,23,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,35,false,1,1,0,DIDI,"NISSA, SENTRA, ROJO",21,-102.29216227,21.86908019
250304551,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2025-02-16,7,7,5,COLONIA,EL CALVARIO,1044,1044,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,0,NA,",,,",CARRETERA,18 JESUS MARIA LAS PALOMAS,7,13,15,13:15,21,false,true,1,CORTANTE,3 SUJETOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,29","CELULAR, CARTERA",500,0,false,1,1,0,DIDI,ND,22,-102.33990840,21.97336290
250303001,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2025-02-16,7,7,1,FRACCIONAMIENTO,LOMAS DE VISTABELLA,339,339,CALLE,VISTA DEL AMANECER,0,NA,",,,",CALLE,VISTA DE LA LUNA,5,6,36,06:36,19,true,false,9,NINGUNA,LUIS ALBERTO MACIAS MALDONADO,N,1,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,4,0,PLATAFORMA,"NISSAN, VERSA, BLANCO, AEY215E",23,-102.25885844,21.84459281
250316865,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2025-02-18,8,2,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,340,340,AVENIDA,CULTURA NAZCA,0,NA,",,,",AVENIDA,CULTURA MAYA,3,4,29,04:29,26,false,true,1,CORTANTE,1 SUJETO,ND,0,0,0,0,1,10,H,H,0,false,0,N,N,"3,30","CELULAR, LLAVES",0,0,false,1,2,0,TAXI 405,"NISSA, MARCH, BLANCO",24,-102.24181447,21.91279687
250318916,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2025-02-18,8,2,1,FRACCIONAMIENTO,CUMBRES III,674,674,CARRETERA,60 AGUASCALIENTES JOSE MARIA MORES,0,NA,",,,",CALLE,14 NORTE,3,13,49,13:49,21,true,true,1,CORTANTE,JUAN VICENTE HERRERA CONTRERAS,EL RUDO,1,0,0,1,1,8,H,H,1,false,0,N,N,39,SIN DATOS,0,0,false,1,4,0,TAXI 3718,ND,25,-102.23314974,21.93055149
250325109,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2025-02-19,8,3,5,LOCALIDAD,EL AURERO,1035,1035,CALLE,SANTA INES,0,NA,"214,,,",CALLE,OTTO GRANADOS ROLDAN,7,13,37,13:37,21,true,true,1,CORTANTE,2 SUJETOS,ND,1,0,0,0,1,10,H,M,1,false,0,N,N,3,CELULAR,0,7500,false,1,4,0,DIDI,"CHEVROLET, SPARK,BLANCO",26,-102.32058810,22.01273929
250336215,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2025-02-21,8,5,1,UNIDAD HABITACIONAL,POTREROS DEL OESTE,167,167,AVENIDA,SIGLO XXI,0,NA,",,,",AVENIDA,PASEO DE LA ASUNCION,2,5,35,05:35,26,false,true,1,CORTANTE,1 SUJETO PANTALON Y CAMISA DE MEZCLILLA AZUL,ND,0,0,0,0,0,0,H,H,0,false,0,N,N,"3, 28","CELULAR, DINERO",400,500,false,1,1,0,TAXI 1604,"NISSAN, TSURU, BLANCO",27,-102.30146028,21.84535437
250335616,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2025-02-21,8,5,1,FRACCIONAMIENTO,SOLIDARIDAD I,459,459,CALLE,URBANISMO,0,NA,",,,",AVENIDA,SIGLO XXI ORIENTE,4,0,50,00:50,25,false,false,9,NINGUNA,"1 SUJETO, TRANSEXUAL, CABELLO RUBIO",ND,0,0,0,0,0,10,H,M,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,PLATAFORMA,"HIUNDAI, AZUL",28,-102.24509194,21.87175654
250343814,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2025-02-22,8,6,1,RURAL,EL PUERTECITO,1297,1297,CALLE,AGUSTIN MELGAR,0,NA,",,,",ND,ND,7,10,3,10:03,20,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,450,false,1,1,0,TAXI 3121,"NISSAN, TSURU BLANCO",29,-101.94531422,21.98451766
250344285,0,30426,ROBO EN TRANSPORTE PUBLICO,2,2025-02-22,8,6,1,BARRIO,EL ENCINO,517,517,AVENIDA,PASEO DE LA CRUZ,0,NA,",,,",CALLE,JOSEFA ORTIZ DE DOMINGUEZ,1,11,47,11:47,20,false,false,9,NINGUNA,ND,ND,0,0,0,0,0,10,ND,H,0,false,0,N,N,36,PAGO CARRERA,0,70,false,1,1,0,TAXI 37311,"NISSAN, MARCH, BLANCO",30,-102.28876158,21.87329865
250345086,0,30425,ROBO EN TRANSPORTE PUBLICO,2,2025-02-22,8,6,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,226,CALLE,HAYDEE ROMERO,0,NA,",,,",CALLE,ELENA CUELLAR AJURIA,3,14,19,14:19,21,false,true,4,FUEGO,1 SUJETO PLAYERA BLANCA PANTALON CAFE,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,TAXI 752,"VOLKSWAGEN, VENTO, BLANCO",31,-102.25364277,21.90154399
250403036,0,30425,ROBO EN TRANSPORTE PUBLICO,3,2025-03-02,9,7,5,FRACCIONAMIENTO,AGUA CLARA,925,925,BOULEVARD,MANUEL J CLOUTIER,0,NA,",,,",CALLE,AGUA POTABLE,7,4,32,04:32,26,false,true,1,CORTANTE,2 SUJETOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,28","CELULAR, DINERO",1300,1300,false,1,1,0,UBER,"SUZUKI, SWIT, BLANCO, AEC623",32,-102.33839738,21.95535883
250410555,0,30425,ROBO EN TRANSPORTE PUBLICO,3,2025-03-03,10,1,1,FRACCIONAMIENTO,LOMAS DE LAS FUENTES,452,452,AVENIDA,RODOLFO LANDEROS GALLEGOS,0,NA,",,,",NA,NA,3,0,4,00:04,25,false,true,4,FUEGO,"1 HOMBRE, 2 MUJER",ND,0,0,0,0,0,10,HM,H,0,false,0,N,N,28,DINERO,6500,6500,false,1,6,0,TAXI 4560,"NISSAN, MARCH, BLANCO",33,-102.23195449,21.91274503
250432072,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2025-03-05,10,3,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,354,AVENIDA,GERONIMO DE LA CUEVA,0,NA,",,,",CALLE,JULIO VILLASEÑOR,3,23,54,23:54,24,false,false,9,NINGUNA,1 FEMENINA,ND,0,0,0,0,0,10,M,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,PLATAFORMA,"RENAULT,LOGAN,BLANCO, ADZ552B",34,-102.25690366,21.93613945
250432508,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2025-03-06,10,4,1,FRACCIONAMIENTO,INSURGENTES,161,161,CALLE,LUCIO BLANCO,0,NA,",,,",AVENIDA,DE LA CONVENCION,2,1,48,01:48,25,false,false,9,NINGUNA,ND,ND,0,0,0,0,0,10,ND,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,TAXI 1548,"NISSAN, MARCH, BLANCO",35,-102.30312582,21.85012359
250485576,0,30425,ROBO EN TRANSPORTE PUBLICO,3,2025-03-13,11,4,1,FRACCIONAMIENTO,MISION DE SANTA FE,575,575,PRIVADA,MISION DE SANTA CLARA,0,NA,",,,",AVENIDA,MISISONEROS,5,16,34,16:34,22,false,true,1,CORTANTE,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,3,CELULAR,0,10000,false,1,1,1,TAXI,"NISSAN, TSURU, MARCH,",36,-102.27423174,21.86577266
250493690,0,30425,ROBO EN TRANSPORTE PUBLICO,3,2025-03-14,11,5,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,223,AVENIDA,SIGLO XXI,0,NA,",,,",AVENIDA,ESFUERZO NACIONAL,4,19,56,19:56,23,false,true,1,CORTANTE,"2 SUJETOS SUDADERA BLANCA PANTALON Y MOCHILA NEGRA, CHAMARRA A CUADROS CAFE CON NEGRO PANTALON NEGRO",ND,1,0,0,0,0,10,H,H,0,false,0,N,N,"3,28,28","CELULAR, DINERO,CARTERA",1800,1800,true,1,4,0,BOLT,"NISSAN, VERSA, GRIS, ACL920F",37,-102.25339801,21.89371361
250488697,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2025-03-14,11,5,1,ZONA,ZONA CENTRO,501,501,CALLE,TESORO,0,NA,119,CALLE,POCITOS DE JOSE FLORES,1,0,55,00:55,25,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,1,0,PLATAFORMA,"NISSAN, VERSA, BLANCO",38,-102.30053383,21.87809903
250489076,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2025-03-14,11,5,1,NO APLICA,VIÑEDOS DEL SUR,633,633,AVENIDA,HACIENDA SANTORAL,0,0,"113,,,",AVENIDA,HACIENDA MISION DE SAN MARGARITO FLORES GARCIA,5,3,40,03:40,25,false,false,9,NINGUNA,1 SUJETO,ND,1,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,4,0,PLATAFORMA,"HYUNDAI, GRAN I10, ROJO, ABB771E",39,-102.27364538,21.80500792
250489544,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2025-03-14,11,5,1,COLONIA,EL LLANITO,251,251,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS ORIENTE,0,NA,",,,",CALLE,8 DE MAYO,1,7,36,07:36,19,false,false,9,NINGUNA,1 MUJER,ND,1,0,0,0,0,10,M,H,0,false,0,N,N,36,PAGO CARRERA,600,0,false,1,4,0,TAXI 3465,"NISSAN, MARCH, BLANCO",40,-102.28477793,21.87892137
250505088,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2025-03-16,11,7,1,FRACCIONAMIENTO,LOMAS DE SAN JORGE II,80,80,CALLE,MIGUEL CUSTODIO DURAN,0,NA,",,,",AVENIDA,MARIANO HIDALGO,5,3,47,03:47,26,false,false,9,NINGUNA,ND,ND,0,0,0,0,0,10,ND,H,0,false,0,N,N,36,PAGO CARRERA,110,0,false,1,1,0,TAXI 3244,BLANCO,41,-102.24059699,21.84948972
250445633,0,30425,ROBO EN TRANSPORTE PUBLICO,3,2025-03-07,10,5,1,FRACCIONAMIENTO,MIRADORES DE SANTA ELENA,393,393,CIRCUITO,PORTALES DEL BARRIO DE GUADALUPE,0,NA,",,,",CIRCUITO,PORTAL DE AGUASCALIENTES,3,23,45,23:45,24,false,true,10,SIN DATOS,"1 SUJETO SUDADERA BLANCA PANTALON NEGRO, TATUAJE EN UN BRAZO",ND,0,0,0,0,0,10,H,H,0,false,0,N,N,3,CELULAR,0,0,false,1,1,0,PLATAFORMA,"NISSAN, TIIDA, ROJO, AAL536F",42,-102.24073345,21.91552327
25035784,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2025-03-20,12,4,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,360,360,AVENIDA,SOTOL,0,NA,",,,",AVENIDA,TECNOLOGICO,4,14,13,14:13,21,false,false,9,NINGUNA,DOS SUJETOS,ND,0,0,0,0,0,0,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,6,0,SIN DATOS,RENAULT KWID,43,-102.22954025,21.86285224
250560114,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2025-03-23,12,7,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,354,CALLE,FRANCISCO ARMENGOL,0,NA,",,,",CALLE,JULIO VILLASEÑOR NORMAN,3,16,48,16:48,22,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,36,PAGO CARRERA,0,0,false,1,3,0,TAXI,ND,44,-102.25808464,21.93764897
250575021,0,30426,ROBO EN TRANSPORTE PUBLICO,3,2025-03-25,13,2,1,FRACCIONAMIENTO,PILAR BLANCO,142,142,ANDADOR,DE ALBATROS,0,10MA,",,,",AVENIDA,FAISAN,2,16,55,16:55,22,false,false,9,NINGUNA,1 SUJETO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,3,CELULAR,0,0,false,1,1,0,TAXI 1107,"NISSAN, BLANCO",45,-102.29693122,21.84986702
250624333,0,30425,ROBO EN TRANSPORTE PUBLICO,4,2025-04-01,14,2,1,CONDOMINIO,RINCONADA DEL PUERTECITO,433,433,CALLE,RODRIGO RINCON GALLARDO 602,0,NA,",,,",CALLE,PUERTO BALBOA,3,15,40,15:40,22,false,true,1,CORTANTE,"HOMBRE VESTIMENTA GRIS PANTALON DE MEZCLILLA,  MUJER BLUSA FLOREADA PANTALON DE MEZCILLA",ND,0,0,0,0,1,10,HM,H,1,false,0,N,N,3,CELULAR,0,0,false,1,2,0,PLATAFORMA,COCHE PLATA,46,-102.26742037,21.93636503
250634570,0,30425,ROBO EN TRANSPORTE PUBLICO,4,2025-04-03,14,4,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,372,CALLE,AMISTAD,0,NA,",,,",PROLONGACION,ALAMEDA,4,2,2,02:02,25,false,true,2,PUNZANTE,2 SUJETOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,28,29","CELULAR, DINERO, CARTERA",500,0,false,1,1,1,PLATAFORMA,"NISSAN, VDRIVE, AZUL MARINO, SEJ288C",47,-102.25038847,21.89419154
250658064,0,30425,ROBO EN TRANSPORTE PUBLICO,4,2025-04-06,14,7,1,FRACCIONAMIENTO,CAMINO REAL,479,479,CARRETERA,79 FRACCIONAMIENTO OJOCALIENTE EL CONEJAL,0,NA,",,,",AVENIDA,HACIENDA DE LA NORIA,4,10,39,10:39,20,false,true,3,CONTUSA,2 SUJETOS VESTIMENTA NEGRA,ND,0,0,0,0,1,10,H,H,1,false,0,N,N,3,DINERO,0,0,false,"1,22",1,0,TAXI 4457,BLANCO,48,-102.22529730,21.88422228
250663309,0,30426,ROBO EN TRANSPORTE PUBLICO,4,2025-04-04,14,5,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,226,AVENIDA,RODOLFO LANDEROS GALLEGOS,0,NA,",,,",AVENIDA,OJOCALIENTE,4,23,7,23:07,24,false,false,9,NINGUNA,JUAN EDUARDO CARDENAS MARQUES,ND,1,0,0,0,0,0,H,H,0,false,0,N,N,38,PAGO CARRERA,0,0,false,1,1,0,TAXI 4929,BLANCO,49,-102.25912611,21.90077153
25675071,0,30426,ROBO EN TRANSPORTE PUBLICO,4,2025-04-08,15,1,1,FRACCIONAMIENTO,VILLAS DEL PILAR I,491,491,CALLE,GENERAL ROQUE GONZALEZ GARZA,0,NA,"529,,,",CALLE,JULIAN MEDINA,2,18,16,18:16,22,true,false,9,NINGUNA,"PANTALON DE MEZCLILLA, MUJER",ND,0,0,0,0,0,8,HM,H,0,false,0,ND,ND,3,DINERO,600,600,false,1,1,0,TAXI 4506,ND,50,-102.30330666,21.84602316
