FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,SEX_AGRE,SEX_AFEC,CAT_SOS,DETENIDO,DET_SPM,MOT_DET,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,OBJ_ROBADO,HECHOS,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,DEN_CASIO,OID,LONG,LAT
252332646,0,30403,AUTOPARTES,12,2025-12-01,49,1,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,334,CALLE,ANTONIA LOPEZ DE CHAVEZ,0,NA,"149,,,",CALLE,DECIDERIO MACIAS SILVA,4,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"38,8","objetos personales, electrodomesticos",0.00000,0.000000,false,1,1,CAMIONETA,GENERAL MOTORS,OLDSMOBILE,1,1,0,11,-102.23966746,21.86677010
252337931,0,30403,AUTOPARTES,12,2025-12-01,49,1,5,LOCALIDAD,CORRAL DE BARRANCOS,951,951,BOULEVARD,MIGUEL DE LA MADRID HURTADO,0,NA,",,,",CALLE,MORELOS,7,22,4,24,21:30-23:59,true,false,9,Ninguna,1 HOMBRE,"CAMISA DE COLOR NEGRA, PANTALON BEIGE",H,H,8,0,ND,ND,0,0,false,0,CAMIONETA,HONDA DE COLOR NEGRO,46,espejo,0.00000,0.000000,false,3,2,CAMIONETA,TOYOTA,ND,1,13,0,12,-102.32536763,21.93883802
252342322,0,30411,AUTOPARTES,12,2025-12-02,49,2,1,COLONIA,VICENTE GUERRERO,489,489,CALLE,JUAN G TIJERINA,0,NA,",,,",CALLE,NICOLAS BRAVO,2,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,46,accesorios,0.00000,0.000000,false,1,2,TRAILER,ND,ND,1,1,0,13,-102.31206681,21.84558946
252347089,0,30446,AUTOPARTES,12,2025-12-03,49,3,1,COMUNIDAD,NORIAS DE OJOCALIENTE,14,14,CALLE,AGATA,0,NA,",,,",CALLE,TOPACIO,4,14,22,21,12:00-15:29,true,false,9,Ninguna,1 HOMBRE,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,3,celular,0.00000,6000.000000,false,3,1,CAMIONETA,ND,ND,1,2,0,14,-102.21159860,21.89269396
252344508,0,30403,AUTOPARTES,12,2025-12-03,49,3,1,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,153,153,CALLE,SAN JOSE DE LOS REYNOSO,0,NA,",,,",CALLE,UNIVERSIDAD,6,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"31,2,38,6","mochila, equipo de computo, otros, tecnologia",0.00000,55000.000000,false,4,1,AUTOMOVIL,MAZDA,ND,1,23,4872,15,-102.31186767,21.91262952
252350044,0,30411,AUTOPARTES,12,2025-12-03,49,3,1,FRACCIONAMIENTO,LOMAS DE SAN JOSE DE LOS POCITOS,642,642,CALLE,JULIAN PIÑO VELENZUELA,0,NA,",,,",AVENIDA,EUGENIO GARZA SADA,6,22,30,24,21:30-23:59,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,24,bateria,0.00000,0.000000,false,1,4,AUTOMOVIL,NISSAN,TIIDA,1,1,0,16,-102.33859149,21.92775663
252347789,0,30446,AUTOPARTES,12,2025-12-03,49,3,1,NO APLICA,DESARROLLO SIN DELIMITACION OFICIAL,469,469,CALLE,ANTIGUO CAMINO A SAN IGNACIO,0,NA,",,,",CALLE,MEXICO SIEMPRE FIEL,6,16,27,22,15:30-18:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"31,28","bolso, dinero",1800.00000,0.000000,false,1,1,CAMIONETA,CHEVROLET,VAN,1,13,0,17,-102.35779451,21.90759258
252345806,0,30403,AUTOPARTES,12,2025-12-03,49,3,5,LOCALIDAD,VISTA HERMOSA,1016,1016,CALLE,HERNANDEZ,0,NA,",,,",AVENIDA,SAN LORENZO,7,9,54,20,09:00-11:59,true,false,9,Ninguna,1 HOMBRE,CHAMARRA BLANCA,H,H,8,0,ND,ND,0,0,false,0,N,N,28,dinero,500.00000,0.000000,false,1,1,AUTOMOVIL,NISSAN,ND,1,13,0,18,-102.34616038,21.95962427
252350094,0,30904,AUTOPARTES,12,2025-12-03,49,3,5,LOCALIDAD,CORRAL DE BARRANCOS,951,951,CALLE,LAS FLORES,0,NA,",,,",CALLE,JOSE LOPEZ PORTILLO,7,22,42,24,21:30-23:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"31,2,6","mochila,computo,tecnologia",0.00000,32000.000000,true,1,2,AUTOMOVIL,ND,ND,1,13,0,19,-102.32697612,21.94756360
252350809,0,30904,AUTOPARTES,12,2025-12-04,49,4,1,FRACCIONAMIENTO,SOBERANA CONVENCION REVOLUCIONARIA,228,228,CALLE,VITO ALESSIO ROBLES,0,NA,",,,",CALLE,ARTICULO 18,5,2,35,25,00:00-02:59,true,false,9,Ninguna,1 HOMBRE,CHAMARRA DE COLOR CAFE,H,H,8,0,ND,ND,0,0,false,0,N,N,24,bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,ND,ND,1,2,0,20,-102.27898125,21.93240040
252351742,0,30446,AUTOPARTES,12,2025-12-04,49,4,1,COLONIA,INDUSTRIAL,240,240,CALLE,LUIS G GHILARDI,0,NA,"216,,,",AVENIDA,INDEPENDENCIA,6,9,39,20,09:00-11:59,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"30,11,3","llaves, herramienta,celular",0.00000,0.000000,false,1,1,AUTOMOVIL,NISSAN,VERSA,1,6,0,21,-102.29481101,21.89388134
252351777,0,30403,AUTOPARTES,12,2025-12-04,49,4,1,ZONA,ZONA CENTRO,501,501,CALLE,GRECIA,0,NA,"133,1,,",CALLE,NARCIZO MENDOZA,1,0,0,17,19:00-11:59,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,41,ninguno,0.00000,0.000000,false,4,5,AUTOMOVIL,TOYOTA,FJ CRUISER,1,1,0,22,-102.28986220,21.88854254
252351115,0,30411,AUTOPARTES,12,2025-12-04,49,4,1,FRACCIONAMIENTO,TIERRA BUENA,196,196,CALLE,LUNA,0,NA,"104,,,",CALLE,2,5,6,0,19,06:00-08:59,true,false,9,Ninguna,1 HOMBRE,"APROX. 22 AÑOS, SUDADERA GRIS, CACHUCHA NEGRA",ND,H,8,0,ND,ND,0,0,false,0,BICICLETA,N,24,bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,VOLKSWAGEN,ND,1,1,0,23,-102.25114665,21.85961857
252362945,0,30446,AUTOPARTES,12,2025-12-05,49,5,1,FRACCIONAMIENTO,BULEVARES 2A SECCION,158,158,AVENIDA,AGUASCALIENTES SUR,0,NA,",,,",CALLE,BELISARIO DOMINGUEZ,2,22,40,24,21:00-23:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,26,bolsa,0.00000,0.000000,false,1,1,CAMIONETA,ND,ND,1,1,0,24,-102.30631092,21.85834862
252361196,0,30411,AUTOPARTES,12,2025-12-05,49,5,1,FRACCIONAMIENTO,JARDINES DE LA ASUNCION,516,516,AVENIDA,JOSE MARIA CHAVEZ,0,NA,",,,",CALLE,PASEO DE JUAN DE TOLOSA,5,17,40,22,15:30-18:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,24,bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,NISSAN,TSURU,1,1,0,25,-102.29365848,21.86338583
252363248,0,30403,AUTOPARTES,12,2025-12-05,49,5,1,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,153,153,AVENIDA,UNIVERSIDAD,0,NA,",,,",CALLE,LAGOS DE MORENO,6,0,0,4,19:00-23:59,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"31,2,6","mochila, equipo de computo, tecnologia",0.00000,23000.000000,false,4,1,AUTOMOVIL,NISSAN,KICKS,1,23,4876,26,-102.31111919,21.91059636
252363433,0,30403,AUTOPARTES,12,2025-12-05,49,5,1,FRACCIONAMIENTO,VALLE DEL CAMPESTRE,694,694,CALLE,SAN JUAN DE LOS LAGOS,0,NA,",,,",BOULEVARD,LUIS DONALDO COLOSIO,6,0,0,24,21:30-23:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"30,23,22","llaves, equipo de sonido, autopartes",0.00000,0.000000,false,4,2,CAMIONETA,CHEVROLET,SILVERADO,1,1,0,27,-102.31127803,21.92475823
252359614,0,30446,AUTOPARTES,12,2025-12-05,49,5,1,FRACCIONAMIENTO,COLINAS DE ORIENTE,273,273,CALLE,HONG KONG,0,NA,",,,",CALLE,GOBERNANTES,4,14,41,21,12:00-15:29,false,false,9,Ninguna,2 HOMBRES,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,3,celular,0.00000,0.000000,false,1,1,AUTOMOVIL,NISSAN,NP300,1,1,0,28,-102.26033196,21.89958755
252367167,0,30411,AUTOPARTES,12,2025-12-06,49,6,11,FRACCIONAMIENTO,LA RIBERA,1340,1340,CALLE,URICHO,0,NA,"416,,,",AVENIDA,LA RIBERA,7,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,46,accesorios,0.00000,0.000000,false,1,2,CAMIONETA,NISSAN,ND,1,1,0,29,-102.25415225,21.95691912
252371277,0,30411,AUTOPARTES,12,2025-12-07,49,7,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,334,AVENIDA,TECNOLOGICO,0,NA,",,,",CALLE,LUIS NAVARRO SOTO MAYOR,5,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"25,24","llanta, bateria",0.00000,0.000000,false,1,2,CAMIONETA,FORD,RANGER,1,2,0,30,-102.23768200,21.86563400
252373223,0,30403,AUTOPARTES,12,2025-12-07,49,7,1,FRACCIONAMIENTO,LOMAS DEL COBANO,277,277,CALLE,LOMA GRANDE,0,NA,",,,",CALLE,LOMA ESCONDIDA,5,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,41,ninguno,0.00000,0.000000,false,4,5,CAMIONETA,DODGE,CARAVAN,1,1,0,31,-102.27340387,21.90454323
252373404,0,30403,AUTOPARTES,12,2025-12-07,49,7,5,COLONIA,LUIS DONALDO COLOSIO,1045,1045,CALLE,15 DE SEPTIEMBRE,0,NA,",,,",AVENIDA,CONSTITUCION,7,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"24,12,28","bateria, ropa, dinero",3000.00000,4500.000000,false,4,3,CAMIONETA,FORD,RANGER,1,1,0,32,-102.35123469,21.96975244
252377272,0,30411,AUTOPARTES,12,2025-12-07,49,7,1,COLONIA,GREMIAL,613,613,CALLE,CARLOS M LOPEZ,0,NA,",,,",CALLE,GENERAL MIGUEL BARRAGAN,6,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"22,23","autoestereo, equipo de sonido",0.00000,0.000000,false,1,2,CAMIONETA,CHEVROLET,SILVERADO,1,13,0,33,-102.29184240,21.89857382
252305395,0,50305,AUTOPARTES,11,2025-11-27,48,4,1,FRACCIONAMIENTO,RESIDENCIAL EL ENCINO,250,250,CIRCUITO,TRIANA NORTE,0,NA,",,,",CALLE,ABASOLO,1,0,0,27,din datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,ND,ND,54,tapas,0.00000,0.000000,true,2,2,CAMIONETA,ND,ND,1,13,0,34,-102.29027776,21.87535594
252312441,0,30411,AUTOPARTES,11,2025-11-28,48,5,1,ESPECIAL,PARQUE RODOLFO LANDEROS GALLEGOS,492,492,AVENIDA,JOSE MARIA CHAVEZ,0,NA,",,,",AVENIDA,AGUASCALIENTES SUR,5,0,0,21,12:00-15:29,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,24,bateria,0.00000,0.000000,false,2,2,AUTOMOVIL,ND,ND,1,2,0,35,-102.29164424,21.85278708
252317423,0,30411,AUTOPARTES,11,2025-11-29,48,6,1,UNIDAD HABITACIONAL,LOS VOLCANES,324,324,CALLE,CITLALTEPEC,0,27,",,,",CALLE,POPOCATEPETL,5,0,39,26,00:00-02:59,false,false,9,Ninguna,2 HOMBRES,"VISTE DE COLOR NEGRO, BARBA",H,H,8,0,ND,ND,0,0,false,0,MOTOCICLETA,"NEGRA CON VERDE, CAJA",24,bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,NISSAN,TIIDA,1,1,0,36,-102.26976273,21.87679292
252317441,0,30403,AUTOPARTES,11,2025-11-29,48,6,1,FRACCIONAMIENTO,CUMBRES III,674,674,CALLE,NOPAL RASTRERO,0,NA,"104,,,",CALLE,VILLAS DE LAS FUENTES,3,3,43,26,03:00-05:59,true,false,9,Ninguna,2 HOMBRES,"PANTALON COLOR BEIGE, SUDADERA Y GORRA NEGRA, TENIS BLANCO CON NEGRO, OTRO CON MOCHILA Y GORRA BLANCA CON NEGRO, PANTALON",H,M,8,0,ND,ND,0,0,false,0,N,N,39,sin datos,0.00000,0.000000,false,4,5,AUTOMOVIL,ND,ND,1,1,0,37,-102.23294286,21.91818612
252318109,0,30403,AUTOPARTES,11,2025-11-29,48,6,1,FRACCIONAMIENTO,COLINAS DE SAN PATRICIO,372,372,AVENIDA,PROCERES DE LA ENSEÑANZA,0,NA,",,,",AVENIDA,COLINAS DE SAN PATRICIO,4,0,0,5,00:00-05:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"31,27,6,28","mochila, documentacion, tecnologia, dinero",50.00000,0.000000,false,1,1,AUTOMOVIL,RENAULT,KWID,1,1,0,38,-102.24113312,21.88473766
252324406,252326603,50305,AUTOPARTES,11,2025-11-30,48,7,1,FRACCIONAMIENTO,VILLA TERESA,283,283,CALLE,POZO BRAVO,0,NA,",,,",AVENIDA,MISONEROS,3,1,45,25,00:00-02:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,46,accesoios,0.00000,0.000000,false,2,2,AUTOMOVIL,ND,ND,1,13,0,39,-102.27666162,21.92095258
252326683,0,30411,AUTOPARTES,11,2025-11-30,48,7,1,FRACCIONAMIENTO,COLINAS DEL RIO,663,663,CALLE,RIO ARNO,0,NA,"116,,,",AVENIDA,AGUASCALEINTES PONIENTES,6,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"24,38,11","bateria, otros, herramienta",0.00000,0.000000,false,1,3,AUTOMOVIL,ND,ND,1,1,0,40,-102.31733758,21.89786806
252329201,0,30403,AUTOPARTES,11,2025-11-30,48,7,1,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,222,222,BOULVARD,GUADALUPANO,0,NA,",,,",AVENIDA,SIGLO XXI,3,18,39,22,15:30-18:59,true,false,9,Ninguna,1 HOMBRE,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,28,dinero,2000.00000,2000.000000,false,4,1,AUTOMOVIL,CHEVROLET,AVEO,1,23,4867,41,-102.25646054,21.90747391
252330731,0,30403,AUTOPARTES,11,2025-11-30,48,7,5,CONDOMINIO,VIÑA ANTIGUA,995,995,CALLE,VIÑA ANTIGUA,0,NA,"116,,,",AVENIDA,SIGLO XXI,7,22,6,24,21:30-23:59,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"31,2,12,6","mochila, computo, ropa, tecnologia",0.00000,10000.000000,false,4,2,AUTOMOVIL,NISSAN,VERSA,1,13,0,42,-102.31247600,21.94931900
252263064,0,50305,AUTOPARTES,11,2025-11-21,47,5,1,FRACCIONAMIENTO,PINTORES MEXICANOS,671,671,CALLE,CARLOS FUENTES MARES,0,NA,",,,",CALLE,RAFAEL CORONEL,3,0,0,4,19:00-23:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,35,gasolina,0.00000,0.000000,false,1,2,CAMIONETA,ND,ND,1,13,0,43,-102.26409653,21.92054441
252274108,0,30904,AUTOPARTES,11,2025-11-22,47,6,1,FRACCIONAMIENTO,EJIDO OJOCALIENTE,559,576,AVENIDA,TECNOLOGICO,0,NA,",,,",AVENIDA,TECNOLOGICO,4,17,52,22,15:30-18:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,BICICLETA,"RODADO 26, TIPO BURRITA",22,autoestereo,0.00000,0.000000,false,1,2,AUTOMOVIL,ND,ND,1,2,0,44,-102.26296824,21.87996533
252284830,0,30904,AUTOPARTES,11,2025-11-23,47,7,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,530,CALLE,HACIENDA PUERTECITO DE LA VIEGUEN,0,NA,",,,",CALLE,HACIENDA JALTOMATE,4,0,0,27,sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,3,celular,0.00000,4000.000000,false,1,1,AUTOMOVIL,ND,ND,1,2,0,45,-102.24932662,21.88868163
252285650,0,30411,AUTOPARTES,11,2025-11-24,48,1,5,COLONIA,EJIDAL,926,926,CALLE,FELIPE ANGELES,0,NA,",,,",CALLE,PRIMERO DE MARZO,7,0,0,27,sin datos,false,false,9,Ninguna,1 HOMBRE,CAMISA MANGA LARGA CUADRADA,H,H,8,0,ND,ND,0,0,false,0,N,N,24,bateria,0.00000,0.000000,false,1,1,CAMIONETA,MAZDA,ND,1,13,0,46,-102.35314437,21.96570809
252293237,0,30411,AUTOPARTES,11,2025-11-25,48,2,1,FRACCIONAMIENTO,EL PUERTECITO,407,407,CALLE,PUERTO DE ENSENADA,0,NA,",,,",CALLE,PUERTO DE VERACRUZ,3,0,0,5,00:00-05:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"22,23","autopartes, equipo de sonido",0.00000,0.000000,false,1,2,AUTOMOVIL,NISSAN,ND,23,2,4853,47,-102.24789380,21.93737371
252294059,0,30446,AUTOPARTES,11,2025-11-25,48,2,1,FRACCIONAMIENTO,LOS LAURELES II,531,531,CIRCUITO,EL LAUREL PONIENTE,0,NA,",,,",CALLE,DE LA DAMIANA,4,13,19,21,12:00-15:29,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"29,40,28","cartera, tarjetas, dinero",0.00000,0.000000,false,1,1,AUTOMOVIL,NISSAN,TSURU,1,1,0,48,-102.24102542,21.90283726
252298398,0,50305,AUTOPARTES,11,2025-11-26,48,3,1,FRACCIONAMIENTO,CASABLANCA,625,625,CALLE,VIVERO DEL PRADO,0,NA,",,,",AVENIDA,MONTE ALBAN,5,0,0,5,00:00-05:59,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,30,llaves,0.00000,0.000000,false,1,2,AUTOMOVIL,ND,ND,1,13,0,49,-102.27240763,21.85639438
252297797,0,30404,AUTOPARTES,11,2025-11-26,48,3,1,BARRIO,GUADALUPE,502,502,CALLE,RAFAEL GARCIA MACIAS,0,NA,",,,","108,,,",NICOLAS BRAVO,1,0,23,25,00:00-02:59,true,false,9,Ninguna,VARIAS PERSONAS,ND,H,H,8,0,ND,ND,0,0,false,0,AUTOMOVIL,AUDI HATCHBACK DE COLOR BLANCO,46,accesorios,0.00000,0.000000,false,2,2,AUTOMOVIL,MERCEDEZ BENZ,ND,1,13,0,50,-102.30231262,21.88327165
252300628,0,30446,AUTOPARTES,11,2025-11-26,48,3,5,CONDOMINIO,TIERRA VERDE,994,994,CALLE,RONDA OLMOS,0,NA,",,,",CALLE,TIERRA VALTIERRA,7,14,39,21,12:00-15:29,false,false,9,Ninguna,1 HOMBRE,AUTOLAVADO,ND,M,7,0,ND,ND,0,0,false,0,N,N,30,llaves,0.00000,0.000000,false,1,2,AUTOMOVIL,ND,ND,1,1,0,51,-102.31543001,21.95019190
252306193,0,30446,AUTOPARTES,11,2025-11-27,48,4,1,FRACCIONAMIENTO,ESPAÑA,171,171,CALLE,ALAMO,0,NA,",,,",AVENIDA,AGUASCALIENTES PONIENTE,2,11,57,20,09:00-11:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,3,celular,0.00000,0.000000,false,2,1,AUTOMOVIL,DODGE,VAN,1,6,0,52,-102.31764884,21.86637170
252308389,0,30411,AUTOPARTES,11,2025-11-27,48,4,1,FRACCIONAMIENTO,LAS CUMBRES,218,218,AVENIDA,SIGLO XXI,0,NA,",,,",BOULEVARD,GUADALUPANO,4,18,38,22,15:30-18:59,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,3,celular,0.00000,0.000000,false,1,1,AUTOMOVIL,VOLVO,ND,1,1,0,53,-102.25709961,21.90645103
