FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,RANGO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,DETENIDO,DET_SPM,MOT_DET,LESION_PR,LESION_AFE,CAT_SOSP,SEXO_AGRE,SEXO_AFECT,LESIONADO,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,OBJ_ROBADO,HECHOS,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,DEN_CASIO,GIRO_NEG,VEH_AFEC,OID,LONG,LAT
240139692,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,1,2024-01-30,5,2,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,930,930,CALLE,PASEOS DE CALVILLO,0,NA,",,,",AVENIDA,PASEOS DE AGUASCALIENTES,7,0,30,00:30,25,false,true,1,Cortante,2 SUJETOS DELGADOS CHAMARRA CAFE,ND,0,0,0,0,0,10,H,H,1,false,0,N,N,"3,30,28,15","Celular, llaves, dinero, joyeria",500,1800,false,1,1,0,TAXI 302,"MARCH, BLANCO, PLACAS A302AAA",17,-102.29532476,21.96740063
240144043,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,1,2024-01-31,5,3,1,FRACCIONAMIENTO,VILLA LAS PALMAS,346,346,AVENIDA,PROCERES DE LA ENSEÑANZA,0,NA,",,,",CALLE,VILLA SOFIA,5,1,11,01:11,25,false,true,1,Cortante,"HOMBRE Y MUJER, SUDADERA AMARILLA",ND,0,0,0,0,0,10,HM,H,0,false,0,N,N,"3,28","Celular, dinero",450,450,false,1,1,0,TAXI 2626,ND,18,-102.23340312,21.85797900
240148736,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,2,2024-02-01,5,4,5,FRACCIONAMIENTO,LOMAS DE JESUS MARIA,1096,1096,AVENIDA,SOLIDARIDAD,0,NA,",,,",AVENIDA,EUGENIO GARZA SADA,7,5,12,05:12,26,false,true,1,Cortante,2 HOMBRES SUDADERA GRIS OBSCURO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,28","Celular, dinero",150,150,false,1,2,0,DIDI,"KIA, RIO, AZUL, PLACAS AFE927A",19,-102.34358648,21.95256471
240152734,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,2,2024-02-01,5,4,5,FRACCIONAMIENTO,PLAN BENITO JUAREZ,1048,1048,CALLE,PLAN DE ALLENDE,0,NA,",,,",PROLONGACION,PLAN DE ALLENDE,7,22,21,22:21,27,false,true,10,Sin datos,ND,ND,0,0,0,0,0,10,ND,H,0,false,0,ND,ND,3,Celular,5000,5000,false,1,13,0,ND,"TOYOTA, 2023, PLACAS AFT538C",20,-102.35916594,21.96639052
240158296,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,2,2024-02-03,5,6,5,COLONIA,EL TORITO,1071,1071,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,0,NA,",,,",CALLE,PRIMERO DE MARZO,7,1,9,01:09,25,false,true,1,Cortante,2 HOMBRES SUDADERA OBSCURA PANTALON MEZCLILLA,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,3,Celular,0,4000,false,1,1,0,PLATAFORMA,ND,21,-102.35421912,21.96650465
240162294,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,2,2024-02-03,5,6,5,NINGUNO,EL CHAVEÑO II,928,928,CARRETERA,3 JESUS MARIA LA POSTA ZOOTECNICA,0,NA,",,,",NINGUNO,NINGUNO,7,21,9,21:09,23,false,true,4,Fuego,"HOMBRE Y MUJER , M ESTATURA MEDIA MORENO DELGADO 25 AÑOS APROX TATUAJE MANO DERECHA CUBREBOCAS CHAMARRA NEGRA GORRA NEGR",ND,0,0,0,0,0,10,HM,H,0,false,0,N,N,"3, 28","Celular, dinero",1000,1000,false,1,0,0,DIDI,"CEHVROLET, ONIX, AZUL,2023",22,-102.36422110,21.96573443
240164436,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,2,2024-02-04,5,7,1,UNIDAD HABITACIONAL,IV CENTENARIO,618,618,PASAJE,ANTONIO GARCIA CUBAS,0,NA,",,,",RETORNO,AGUSTIN OROÑA,5,4,24,04:24,26,false,true,1,Cortante,4 HOMBRES MENORES SUDADERA NEGRA SUDADERA BLANCA,ND,0,0,0,0,1,10,H,H,1,false,0,N,N,"3,28","Celular, dinero",0,0,false,1,52,0,PLATAFORMA,"NISSAN, TIIDA, TINTO",23,-102.28055649,21.86968495
240169232,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,2,2024-02-05,6,1,1,COMUNIDAD,NORIAS DE OJOCALIENTE,14,14,CALLE,AGATA,0,NA,",,,",CALLE,TOPACIO,4,1,16,01:16,27,false,true,10,Sin datos,ND,ND,0,0,0,0,0,10,ND,H,0,false,0,N,N,3,Celular,0,22000,false,1,1,0,UBER,"RENAULT, ROJO",24,-102.21156491,21.89240026
240197274,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,2,2024-02-11,6,7,5,FRACCIONAMIENTO,PARQUE INDUSTRIAL CHICHIMECO,1111,1111,CARRTERERA,18 JESUS MARIA PALOMAS,0,NA,",,,",NA,NA,7,0,30,00:30,25,false,true,2,Punzante,H 25 AÑOS APROX PASAMONTAÑA DELGADO PANTALON NEGRO,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,29,28,27","Celular, cartera, dinero, documentos",1300,10300,false,1,2,0,UBER,"MITSUBISHI, ADP944C, NEGRO",25,-102.33347384,21.99303939
240197504,0,30426,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,2,2024-02-11,6,7,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,223,AVENIDA,SIGLO XXI ORIENTE,0,NA,",,,",AVENIDA,MIGUEL ANGEL BARBERENA VEGA,4,1,9,01:09,25,false,false,9,Ninguna,"H TRASVESTI VESTIDO NEGRO, PELUCA CON MECHAS RUBIAS, TATUAJES EN BRAZOZ , MORENO CLARO",N,1,0,0,0,0,10,H,H,0,false,0,N,N,"29,28","Cartera, dinero",800,800,false,1,4,0,UBER,"NISSAN, VERSA, PLATA, ABU348E",26,-102.25357349,21.89777038
240214346,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,2,2024-02-14,7,3,1,COLONIA,LOS BARANDALES SAN JOSE,301,301,AVENIDA,DE LOS MAESTROS,0,NA,",,,",AVENIDA,SIGLO XXI SUR,2,17,36,17:36,22,false,true,10,Sin datos,"2 HOMBRES, 1.60 MTS PANTALON AZUL SUDADERA GRIS",ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,28,30","Celular, dinero, llaves",0,0,false,1,1,0,TAXI 1542,"AVEO, BLANCO",27,-102.32291448,21.84347441
240216276,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,2,2024-02-15,7,4,1,NO APLICA,VIÑEDOS DEL SUR,633,633,CALLE,EDMUNDO BAEZ,0,NA,",,,",CALLE,ESTANISLAO DIAZ SORIA,5,3,25,03:25,26,false,true,3,Contusa,"2 HOMBRES, 2 MUJERES CHALECO DE SEGURIDAD DE TRANSPORTES MARVA",ND,0,0,0,0,0,10,HM,H,0,false,0,N,N,"3,28","Celular, dinero",1100,5000,false,1,1,0,UBER,ND,28,-102.27434296,21.80638781
240218902,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,2,2024-02-15,7,4,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,601,CALLE,MONTE VINSON,0,NA,",,,",CALLE,MONTE K2,3,18,48,18:48,22,false,true,1,Cortante,"2 SUJETOS SUDADERA NEGRA CON CAPUCHA, 17 AÑOS SUDADERA ROJA",ND,0,0,0,0,0,10,H,H,0,false,0,N,N,3,Celular,0,0,false,1,1,0,ND,ND,29,-102.25744308,21.94696229
240256269,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,2,2024-02-22,8,4,1,CONDOMINIO HORIZONTAL,CARTAGENA 1947,602,602,PROLONGACION,CONSTITUCION,0,NA,",,,",CALLE,CHATO MORRONES,3,20,53,20:53,23,false,true,1,Cortante,1 SUJETO PASAMONTAÑAS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,28","Celular, dinero",700,700,false,1,1,0,PLATAFORMA,ND,30,-102.27302534,21.95546241
110300001,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,2,2024-02-18,7,7,1,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,222,222,CALLE,GENERAL GUADALUPE J RIVERA,0,",,,","106,,,",CALLE,JOSE REFUGIO VELASCO,4,16,12,16:12,22,false,true,10,Sin datos,3 SUJETOS,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"26,28,27","Bolsa, dinero, documentos",2000,2000,false,2,1,1,DIDI,"NISSAN, VERSA, NARNAJA, ADA957E, 3N1CN8AE6LL908454",31,-102.26453755,21.90379301
240258282,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,2,2024-02-23,8,5,1,FRACCIONAMIENTO,SAN JORGE,322,322,CALLE,MIGUEL HIDALGO Y COSTILLA,0,NA,",,,",PROLONGACION,PALMA BAMBU,5,4,30,04:30,26,false,true,1,Cortante,MASCULINO 23 AÑOS VESTIDO DE NEGRO,ND,1,0,0,0,0,10,H,H,0,false,0,N,N,"3,28,15,11,6","Celular, dinero, Joyeria, Herramienta, tecnologia",600,600,true,1,4,0,ND,"NISSAN, SENTRA, BLANCO, AAM77C",32,-102.23799828,21.86158228
240385071,0,30423,ROBO EN TRANSPORTE PUBLICO COLECTIVO,3,2024-03-13,11,3,1,NO APLICA,DESARROLLO ESPECIAL BULEVAR A ZACATECAS,609,609,BOULEVARD,A ZACATECAS,0,NA,",,,",CALLE,AGLAYA,3,21,21,21:21,23,false,true,1,Cortante,1 HOMBRE VESTIMENTA NEGRO CON CAPUCHA,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,28,Dinero,1500,1500,false,1,1,0,COMBI,ND,33,-102.29223510,21.90762144
240397951,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,3,2024-03-15,11,5,5,COLONIA,BENIGNO CHAVEZ,1051,1051,CALLE,J JESUS MTZ,0,NA,",,,",CALLE,TOMAS LUNA,7,22,34,22:34,24,false,true,4,Fuego,M DELGADO PANTALON DE MEZCLILLA SUDADERA AZUL GORRA BEIGE,ND,0,0,0,0,0,10,H,M,0,false,0,N,N,"3,28,30","Celular, dinero, llaves",5000,10000,false,1,1,0,PLATAFORMA,"DODGE, ATTITUDE, 2019, GRIS, ADB149E",34,-102.34118448,21.95467430
240414293,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,3,2024-03-18,12,1,1,COMUNIDAD,BUENAVISTA DE PEÑUELAS,48,48,CALLE,CAMINO REAL,0,NA,",,,",CALLE,20 DE NOVIEMBRE,2,3,19,03:19,26,false,true,"4,1","Fuego, cortante","2 M CHAMARRA CAFE PANTALON DE MEZCLILLA, SHORT BLANCO CON ROJO, CHAMARRA NEGRA, MORRAL CAFE",ND,0,0,0,0,0,10,H,M,0,false,0,N,N,"3,29,28,30,38","Celular, cartera, dinero, llaves, otros",2500,2500,false,1,1,0,UBER,"AVEO, BLANCO",35,-102.29436022,21.71582296
240418505,0,30423,ROBO EN TRANSPORTE PUBLICO COLECTIVO,3,2024-03-18,12,1,1,FRACCIONAMIENTO,CASASOLIDA,168,168,AVENIDA,MAHATMA GANDHI,0,NA,",,,",CALLE,VOLCAN MALINCHE,2,21,1,21:01,23,false,true,2,Punzante,"2 M, 1F",ND,0,0,0,0,0,10,H,M,0,false,0,N,N,"28,31","Dinero, mochila",2500,2500,false,1,1,0,URBANO,"RUTA 3, NUM 1847",36,-102.29365884,21.83223466
240446658,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,3,2024-03-23,12,6,1,COMUNIDAD,BUENAVISTA DE PEÑUELAS,48,48,CALLE,FRANCISCO I MADERO,0,NA,",,,",CALLE,REFORMA,2,16,24,16:24,22,false,true,1,Cortante,1 SUJETO PANTALON MEZCLILLA CAFE PELO CAORTO DESPEINADO,ND,0,0,0,0,0,10,H,M,0,false,0,N,N,"3,28","Celular, dinero",600,600,false,1,1,0,UBER,"NISSAN, VERSA, NARANJA",37,-102.29461137,21.71761544
240447122,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,3,2024-03-23,12,6,11,COLONIA,MACARIO J. GOMEZ,1334,1334,CALLE,ADOLFO LOPEZ MATEOS,0,NA,",,,",ND,ND,7,17,37,17:37,22,false,true,1,Cortante,"2 SUJETOS PLAYERA NEGRA, PLAYERA AZUL CACHUCHA DELGADO",ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"3,28","Celular, dinero",1500,1500,false,1,1,0,TAXI 2662,"TAXI, COLOR BLANCO",38,-102.25772687,21.97880690
240464484,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,3,2024-03-26,13,2,11,COLONIA,MACARIO J. GOMEZ,1334,1334,CARRETERA 25,25 RIVIER SAN MARCOS,0,NA,",,,",ND,ND,7,9,33,09:33,20,false,true,4,Fuego,"2 SUJETOS ROBUSTO PIEL BLANCA PLAYERA BLANCA A CUADROS NEGROS PANTALON DE MEZCLILLA, DELGADO ALTO SUDADERA ROJA SHORT CA",ND,0,0,0,0,0,10,H,H,0,false,0,N,N,39,Sin datos,0,0,false,1,1,0,TAXI,TAXI,39,-102.25767039,21.97897890
240477839,0,30423,ROBO EN TRANSPORTE PUBLICO COLECTIVO,3,2024-03-28,13,4,1,COLONIA,MARTINEZ DOMINGUEZ,514,514,CALLE,VICTOR ROSALES,0,NA,",,,",CALLE,JOSE MARIA GONZALEZ HERMOSILLO,2,14,53,14:53,21,false,true,1,Cortante,SUJETOS CON CUBREBOCAS Y PAÑUELOS VESTIMENTA NEGRA,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"28,3,29","Dinero, celular, cartera",1500,1500,false,1,1,0,URBANO,"CAMION 1780, RUTA 30 BLANCO CON AZUL",40,-102.29680042,21.85316762
240495463,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,3,2024-03-31,13,7,1,COMUNIDAD,NORIAS DE OJOCALIENTE,14,14,CALLE,MARFIL,0,NA,",,,",CALLE,AGATA,4,1,37,01:37,25,false,true,1,Cortante,"1 HOMBRE PIEL BLANCA TATUATES EN LA CARA, UNA MUJER, UN NIÑO",ND,0,0,0,0,0,10,H,H,0,false,0,N,N,"29,28","Cartera, dinero",800,800,true,1,1,0,TAXI,"NISSAN, MARCH, BLANCO, NUMERO 2051",41,-102.21225013,21.89346774
240481853,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,3,2024-03-29,13,5,1,LOCALIDAD,CARTAGENA 1947,602,602,PROLONGACION,CONSTITUCION,0,NA,",,,",CALLE,VÑEDOS SAN FERNANDO,3,2,12,02:12,25,false,true,10,Sin datos,ND,ND,0,0,0,0,0,10,H,H,0,false,0,N,N,30,Llaves,0,0,false,1,1,0,UBER,SPARK ROJO,42,-102.27266060,21.95659216
240513381,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,4,2024-04-02,14,2,1,COMUNIDAD,CIENEGUILLA (LA LUMBRERA),3,3,CALLE,BENITO MONTOYA,0,NA,",,,",CALLE,EMILIANO ZAPATA,2,22,46,22:46,24,false,true,4,Fuego,M PLAYERA NEGRA PANTALON DE MEZCLILLA DELGADO BARBA,ND,1,0,0,0,0,10,H,M,0,false,0,N,N,28,Dinero,700,700,false,1,4,0,TAXI,"TAXI 2732, VERSA, BLANCO",43,-102.45287776,21.72980959
240541033,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,4,2024-04-07,14,7,1,FRACCIONAMIENTO,PINTORES MEXICANOS,671,671,AVENIDA,SIGLO XXI,0,NA,",,,",CALLE,CARLOS FUENTES MARES,3,9,33,09:33,20,false,true,4,Fuego,DELGADO MORENO ESTATURA BAJA CAMISA A CUADOS EN UN GUANTE EN MANO IZQUIERDA,EL MARA,0,0,0,0,0,10,H,M,0,false,0,N,N,"3,28","Celular, dinero",2000,2000,false,1,1,0,TAXI,"TAXI 1148, BLANCO",44,-102.26220498,21.92229084
240543145,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,4,2024-04-07,14,7,5,CONDOMINIO,RUISEÑORES II,1023,1023,CALLE,ALABATROS,0,NA,",,,",CALLE,FAISAN,7,16,36,16:36,22,false,true,1,Cortante,"1 HOMBRE, 1 MUJER",ND,0,0,0,0,0,10,H,M,0,false,0,N,N,"3,28,30","Celular, dinero, llaves",0,0,false,1,1,0,TAXI 2588,"NISSA, TSURU, ROJO",45,-102.33176091,21.96713045
240545479,0,30425,ROBO EN TRANSPORTE PUBLICO INDIVIDUAL,4,2024-04-07,14,7,1,NO APLICA,AVICOLA AGUASCALIENTES,483,483,BOULEVARD,A ZACATECAS,0,NA,",,,",AVENIDA,SIGLO XXI,3,22,44,22:44,24,false,true,3,Contusa,"2 SUJETOS DE 20 A 25 AÑOS M CHAMARRA ROJA, M PALYERA BLANCA Y GORRA NEGRA",ND,0,0,0,0,0,10,H,M,1,false,0,N,N,30,Llaves,0,0,false,1,1,0,PLATAFORMA,"NISSA, MARCH, AZUL, PLACAS AAK250F",46,-102.29088746,21.94381825
